,CAS,#C,#H,#N,#O,#S,Molar mass (g/mol),Measured C0 (μg/m3),Estimated C0 (μg/m3),Measured Tm (K),Estimated Tm (K),Estimated Tg (K)
1602,016747-26-5,9,20,0,0,0,"128,26","109521315,7","98500302,75","153,15",,"107,205"
1603,016747-28-7,9,20,0,0,0,"128,26","67717236,11","60615570,93","156,35",,"109,445"
1604,016747-30-1,9,20,0,0,0,"128,26","92039233,94","81968783,41","159,75",,"111,825"
1605,016747-31-2,9,20,0,0,0,"128,26","61111516,51","53658556,54","171,95",,"120,365"
1606,016747-32-3,9,20,0,0,0,"128,26","77973666,24","71636583,82","173,85",,"121,695"
1607,016747-38-9,9,20,0,0,0,"128,26","60855966,77","51385472,63","171,05",,"119,735"
1608,016747-42-5,10,22,0,0,0,"142,29","45986683,09","43021772,31",,,
1609,016752-77-5,5,10,2,2,1,"162,21","47,07608438","223175,5111","351,15",,"245,805"
1610,017606-31-4,17,21,1,4,4,"431,62","36,64594415","0,00408208","356,65",,"249,655"
1611,017611-82-4,6,8,2,0,0,"108,14","110425,3831","74391,83705","232,15",,"162,505"
1612,017618-77-8,7,14,0,0,0,"98,19",266228280,"272651679,4",,,
1613,017804-35-2,14,18,4,3,0,"290,32","0,057741928","0,00942598","413,15",,"289,205"
1614,018281-05-5,22,44,0,2,0,"340,59","0,351477752","221,3889016","323,15",,"226,205"
1615,018435-45-5,19,38,0,0,0,"266,51","545,5218417","11666,23723","296,15",,"207,305"
1616,018691-97-9,10,11,3,1,1,"221,28","1,343885523","12,249576","393,15",,"275,205"
1617,018801-00-8,18,18,0,0,0,"234,34","8,134669889","46,84360989","420,15",,"294,105"
1618,019484-26-5,13,28,0,0,1,"216,43","8055,241105","36963,44403",,,
1619,020324-33-8,10,4,0,4,0,"206,28","202338,9086","32880,07265",,,
1620,020633-11-8,6,13,1,3,0,"147,18","12498732,69","11786779,56",,,
1621,021087-64-9,8,14,4,1,1,"214,29","5,009502395","59,53822386","399,15",,"279,405"
1622,021981-48-6,5,11,1,3,0,"133,15","36716439,89","37861592,01",,,
1623,022699-70-3,10,9,0,4,0,"148,21","23638565,88","867232,0963","253,15",,"177,205"
1624,022781-23-3,11,13,1,4,0,"223,23","414,0144664","928,832455","403,15",,"282,205"
1625,023103-98-2,11,18,4,2,0,"238,29","93,23949113","1434,45371","363,65",,"254,555"
1626,023436-19-3,7,16,0,2,0,"132,2","9234403,383","4098654,425",,,
1627,023564-05-8,12,14,4,4,2,"342,4","1,312221636","0,182385924","445,15",,"311,605"
1628,023947-60-6,11,19,3,1,0,"209,29","22,49405952","40,26436655","433,15",,"303,205"
1629,024347-58-8,4,10,0,2,0,"90,123","2663770,207","833033,5919",,,
1630,024579-73-5,9,20,2,2,0,"188,27","554408,6096","270122,443",,,
1631,024691-80-3,12,11,1,2,0,"201,23","1,622478217","70,63188504","382,65",,"267,855"
1632,024910-63-2,7,14,0,0,0,"98,19","356377367,2","355449191,3","148,95",,"104,265"
1633,025013-15-4,9,10,0,0,0,"354,54","9524996,497","12382495,45","186,85",,"130,795"
1634,025057-89-0,10,12,2,3,1,"240,28","44,55761073","3,306303869","411,15",,"287,805"
1635,025154-52-3,15,24,0,1,0,"220,36","279,3998972","8121,539386",,,
1636,025155-15-1,10,14,0,0,0,"134,22","11826063,45","8220556,299","205,15",,"143,605"
1637,025264-93-1,6,12,0,0,0,"84,163","780119814,8","782018356,4","175,15",,"122,605"
1638,025265-71-8,6,14,0,3,0,"134,18","230031,3561","52640,40437",,,
1639,025265-77-4,12,24,0,3,0,"216,32","116237,2454","55561,40329",,,
1640,025321-09-9,12,18,0,0,0,"486,83","2231755,111","2842000,65","233,15",,"163,205"
1641,025339-17-7,10,22,0,1,0,"158,29","175832,5116","173451,8006","278,15",,"194,705"
1642,025340-18-5,12,18,0,0,0,"486,83","2113193,121","1264080,044",,,
1643,025360-10-5,9,20,0,0,1,"160,32","4580608,485","5622438,61",230,,
1644,025376-45-8,7,10,2,0,0,"610,86","9401,44061","3735,628287",,,
1645,025498-49-1,10,22,0,4,0,"206,28","66402,67897","58753,62246","195,35",,"136,745"
1646,025550-14-5,9,12,0,0,0,"360,59","18610874,51","14787960,66",,,
1647,025551-13-7,9,1,0,0,0,"360,59","12317919,2","11790008,38",,,
1648,025640-78-2,15,16,0,0,0,"196,29","5273,726874","8627,817166",,,
1649,026002-80-2,23,26,0,3,0,"350,46","2,693367653","36,16269856",,,
1650,026225-79-6,12,18,0,5,1,"286,35","72,25005817","128,2807155","344,15",,"240,905"
1651,026259-45-0,10,19,5,1,0,"225,3","88,38873868","1086,091762","360,15",,"252,105"
1652,026471-62-5,9,6,2,2,0,"174,16","215361,7852","241579,7417","293,15",,"205,205"
1653,026519-91-5,6,8,0,0,0,"80,131","533830312,1","551050644,8",,,
1654,026530-20-1,11,19,1,1,1,"213,34","421,8120482","2292,456784",,,
1655,026635-64-3,8,18,0,0,0,"114,23","316074254,9","276063457,8","168,15",,"117,705"
1656,026761-40-0,28,46,0,4,0,"446,68","12,66284246","5,496192046","227,55",,"159,285"
1657,026763-63-3,13,12,2,1,0,"424,51","85,90578196","796,3112325","512,15",,"358,505"
1658,026856-30-4,6,10,0,0,0,"246,44","600128592,8","600128592,8","141,25",,"98,875"
1659,026952-21-6,8,18,0,1,0,"130,23","2406541,488","1056359,781","155,95",,"109,165"
1660,027138-19-8,12,12,0,0,0,"468,69","438214,4151","144392,4893",,,
1661,027138-31-4,20,22,0,5,0,"342,4","8,465946039","96,07008331",,,
1662,027196-00-5,14,30,0,1,0,"214,39","118,6158038","2395,348272","311,15",,"217,805"
1663,027215-95-8,9,18,0,0,0,"504,98","25426897,43","35529851,34",,,
1664,027519-02-4,23,46,0,0,0,"322,62","611,6769784","1098,592647",,,
1665,027554-26-3,24,38,0,4,0,"390,57","115,4300423","1263434,281",,,
1666,028106-30-1,10,12,0,0,0,"396,62","6172843,492","3757691,838",,,
1667,028434-01-7,22,26,0,3,0,"338,45","2546,456691","96,58346448","305,15",,"213,605"
1668,028553-12-0,26,42,0,4,0,"418,62","12,14679214","5,17363369",,,
1669,029253-36-9,13,14,0,0,0,"340,51","338670,1297","94227,50772",,,
1670,029316-05-0,11,16,0,0,0,"148,25","4909258,533","2875149,79","203,15",,"142,205"
1671,029973-13-5,11,15,1,2,1,"225,31","85,36172708","5412,296738","306,55",,"214,585"
1672,032210-23-4,12,22,0,2,0,"198,31","79913,1062","729873,0366","223,15",,"156,205"
1673,033089-61-1,19,23,3,0,0,"293,42","31,53473416","40,99515441","359,15",,"251,405"
1674,033629-47-9,14,21,3,4,0,"295,34","201,6124258","88,26496754","333,15",,"233,205"
1675,033693-04-8,10,19,5,1,0,"225,3","24,21609279","588,4510548","396,65",,"277,655"
1676,033820-53-0,15,23,3,4,0,"309,37","498,8515114","4,855488045",,,
1677,033956-49-9,12,22,0,1,0,"182,31","5073,325253","3427,922468","305,15",,"213,605"
1678,034014-18-1,9,16,4,1,1,"228,32","24,53897403","5,374035312","436,15",,"305,305"
1679,034123-59-6,12,18,2,1,0,"206,29","0,273814052","87,24358656","431,15",,"301,805"
1680,034590-94-8,7,16,0,3,0,"148,2","4380422,118","1178731,77",,,
1681,034681-10-2,7,14,2,2,1,"190,27","812,8535146","236187,625","298,15",,"208,705"
1682,034681-23-7,7,14,2,4,1,"222,26","23,89321155","2245,961886","360,15",,"252,105"
1683,035256-85-0,15,23,1,1,0,"233,36","8375,754547","5755,196612",,,
1684,035296-72-1,4,10,0,1,0,"148,25","26680752,9","82033359,66",,,
1685,036653-82-4,16,34,0,1,0,"242,45","78,1372594","116,2942877","322,45",,"225,715"
1686,038640-62-9,16,20,0,0,0,"212,34","5704,23519","6457,194235",,,
1687,038888-98-1,14,14,0,0,0,"182,27","168457,9041","78352,51356",,,
1688,039196-18-4,9,18,2,2,1,"218,32","1994,329775","33668,97914","330,15",,"231,105"
1689,039300-45-3,18,24,2,6,0,"364,4","0,783525136","0,066795518",,,
1690,039393-37-8,26,42,0,4,0,"725,03","109,7710105","8,727695095",,,
1691,039515-40-7,24,25,1,3,0,"375,47","18,16206959","2,078547964",,,
1692,039515-41-8,22,23,1,3,0,"349,43","102,9194706","58,78429618","320,15",,"224,105"
1693,040487-42-1,13,19,3,4,0,"281,31","453,6481382","3054,564131","329,15",,"230,405"
1694,040596-69-8,19,34,0,3,0,"310,48","393,6998552","3953,680749",,,
1695,041205-09-8,17,30,0,2,0,"266,43","3492,71397","14071,05669",,,
1696,041394-05-2,10,10,4,1,0,"202,22","0,070113661","8,087529229","440,05",,"308,035"
1697,041483-43-6,13,24,4,3,1,"316,43","12,75380887","16,25685504","323,15",,"226,205"
1698,041814-78-2,9,7,3,0,1,"189,24","2,034151794","1495,101569","460,15",,
1699,042154-69-8,7,14,0,0,0,"98,19","401335888,8","402912733,2",,,
1700,042588-37-4,18,28,2,0,0,"276,42","105,242063","5488,981032",,,
1701,042609-52-9,17,20,2,1,0,"268,36","0,048890677","0,747061081","476,15",,"333,305"
1702,050512-35-1,12,18,4,2,0,"290,4","192383,4038","2488,876203","327,15",,"229,005"
1703,050623-57-9,13,26,0,2,0,"214,35","246789,9686","173893,0716","235,15",,"164,605"
1704,051235-04-2,12,20,4,2,0,"252,32","3,051227691","8,909584859","389,15",,"272,405"
1705,051707-55-2,9,8,4,1,1,"220,25","0,000272297","0,31136514","484,15",,"338,905"
1706,052251-71-5,16,14,0,0,0,"206,29","58,08848711","68,5089409","425,15",,"297,605"
1707,052570-16-8,19,17,1,2,0,"291,35","0,000328855","0,146888361","401,15",,"280,805"
1708,052888-80-9,14,21,1,1,1,"251,39","6,996728783","652,3976838",,,
1709,053112-28-0,12,13,3,0,0,"199,26","176,696757","1103,01612","369,45",,"258,615"
1710,053535-33-4,7,16,0,1,0,"348,61","1463211,665","1866468,805",,,
1711,054406-48-3,18,26,0,0,0,"274,41","1367,402039","32296,73388",,,
1712,055285-14-8,20,32,2,3,1,"380,55","6,277887522","16,31841773",,,
1713,055290-64-7,6,10,0,4,2,"210,27","4,328222984","82,60916453",,,
1714,055505-26-5,10,22,0,1,0,"158,29","175747,4862","173451,8006",,,
1715,055814-41-0,17,19,1,2,0,"269,35","6,079853696","4,965213852",,,
1716,055861-78-4,10,17,3,2,0,"211,27","4,34883357","365,6199503","438,15",,"306,705"
1717,057052-04-7,12,20,4,1,1,"268,38","5,047710008","7,773473412","432,45",,"302,715"
1718,057369-32-1,11,11,1,1,0,"173,22","11,17169081","644,2341698","385,15",,"269,605"
1719,057646-30-7,17,19,1,4,0,"301,35","8,503884584","34,98741086","343,15",,"240,205"
1720,057837-19-1,15,21,1,4,0,"279,34","84,37855371","427,8983596","344,15",,"240,905"
1721,057875-61-3,14,6,2,6,0,"298,21","0,000112255","0,000477886","614,15",,"429,905"
1722,057966-95-7,7,10,4,3,0,"198,18","12,04024133","0,235477286","433,65",,"303,555"
1723,059669-26-0,10,18,4,4,3,"354,47","1333,49951","3,809998599","446,15",,"312,305"
1724,061432-55-1,15,21,1,1,1,"263,4","56,61184359","338,2557654","312,15",,"218,505"
1725,061676-87-7,12,14,2,0,1,"218,32","211,1643291","4235,017934","317,15",,
1726,062308-10-5,13,12,4,2,0,"256,27","0,009825233","2,837910821",,,
1727,062850-32-2,13,19,1,2,1,"253,37","17,01853188","464,2655496","313,65",,"219,555"
1728,063278-33-1,10,7,3,1,0,"185,19","3474471,18","632,1745556","328,15",,"229,705"
1729,063837-33-2,18,20,4,0,0,"300,36","12,96368167","177,563155",,,
1730,064257-84-7,22,23,1,3,0,"349,43","102,9194706","58,78429618","320,15",,"224,105"
1731,064529-56-2,9,16,4,1,1,"228,32","92,0211526","71,28571954","368,15",,"257,705"
1732,065907-30-4,18,26,2,5,1,"382,48","0,602313423","35,97435118",,,
1733,066215-27-8,6,10,6,0,0,"166,19","0,03001504","10,36233517","498,05",,"348,635"
1734,067306-00-7,19,31,1,0,0,"273,47","1880,460325","3217,350088",,,
1735,067306-03-0,20,33,1,1,0,"303,49","407,6375619","1214,759935",,,
1736,067564-91-4,20,33,1,1,0,"303,49","428,8347152","1214,759935",,,
1737,068137-08-6,7,7,1,3,0,"153,14","642210,7807","14984,91822",,,
1738,068505-69-1,12,16,0,4,1,"256,32","287,9239619","898,212551",,,
1739,068609-97-2,16,32,0,2,0,"254,46","826575,9672","29205,68417",,,
1740,069327-76-0,16,23,3,1,1,"305,45","154,2834178","13,86909448","378,15",,"264,705"
1741,070585-36-3,20,23,3,2,0,"337,43","2,9923E-05","0,002557058","411,75",,"288,225"
1742,070630-17-0,15,21,1,4,0,"279,34","372,3466427","427,8983596","234,45",,"164,115"
1743,071626-11-4,20,23,1,3,0,"325,41","174,8940035","5,106904901","352,15",,"246,505"
1744,072490-01-8,17,15,1,4,0,"301,35","0,103887038","70,80301209","326,65",,"228,655"
1745,072963-72-5,17,22,2,4,0,"318,38","0,231021525","2,686694775",,,
1746,073250-68-7,16,14,2,2,1,"298,37","0,076974887","0,458642035","407,95",,"285,565"
1747,074051-80-2,17,29,1,3,1,"327,49","2,815524388","0,19884641",,,
1748,074754-55-5,6,11,1,5,0,"177,16","142,8749475","11239,49587",,,
1749,074782-23-3,12,12,2,3,0,"232,24","49,68926986","270,9188834","350,85",,"245,595"
1750,077732-09-3,14,18,2,4,0,"278,31","0,371012067","2,603068534","377,15",,"264,005"
1751,079127-80-3,17,19,1,4,0,"301,35","0,097187252","71,75658801","326,15",,"228,305"
1752,079277-27-3,12,13,5,6,2,"387,4","0,002665707","0,000293644","449,15",,"314,405"
1753,081405-85-8,16,20,2,3,0,"288,35","0,175130783","0,017978027","406,15",,"284,305"
1754,082558-50-7,18,24,2,4,0,"332,4","0,073786973","0,076466887","450,65",,"315,455"
1755,082560-54-1,20,30,2,5,1,"410,54","4,412710241","15,33416809",,,
1756,083055-99-6,16,18,4,7,1,"410,41","4,63335E-07","0,000110097","460,15",,"322,105"
1757,083130-01-2,17,25,3,4,2,"399,53","0,75150608","5,775861011","320,15",,"224,105"
1758,084852-15-3,15,21,0,1,0,"220,36","1100,024087","3841,910028",,,
1759,085785-20-2,15,23,1,1,1,"265,42","108,0952569","785,7583974",,,
1760,087130-20-9,14,21,1,4,0,"267,33","905,1975484","479,8983828","373,45",,"261,415"
1761,087818-31-3,18,26,0,2,0,"274,41","1116,189674","14391,032",,,
1762,087820-88-0,20,27,1,3,0,"329,44","0,04921894","0,006568427","379,15",,"265,405"
1763,089269-64-7,15,18,0,4,0,"254,34","0,434253739","13,0417113","448,65",,"314,055"
1764,092245-57-3,14,14,2,2,0,"242,28","0,275303611","1,237173274",,,
1765,095266-40-3,13,16,5,0,0,"252,27","210,9706004","1,640882447","309,15",,"216,405"
1766,095737-68-1,20,19,1,3,0,"321,38","37,65763869","23,66558028","319,15",,"223,405"
1767,101200-48-0,15,17,5,6,1,"395,4","0,008289976","0,000559042","414,15",,"289,905"
1768,101205-02-1,17,27,1,3,1,"325,47","1,311705026","0,066984403","314,15",,"219,905"
1769,101903-30-4,18,23,3,4,0,"345,4","90,22916173","0,963558332",,,
1770,104273-73-6,11,12,0,5,0,"224,22","0,208538228","14826,70641","417,55",,"292,285"
1771,110235-47-7,14,13,3,0,0,"223,28","2,088072961","84,60295617","405,95",,"284,165"
1772,111578-32-6,22,28,2,5,0,"400,48","398,2201925","0,032288124","375,15",,"262,605"
1773,111812-58-9,24,27,3,4,0,"421,5","1,275504658","0,058677745","375,15",,"262,605"
1774,112143-82-5,13,22,4,3,1,"314,41","2,027694169","26,19104969","326,15",,"228,305"
1775,112410-23-8,22,28,2,2,0,"352,48","0,426203233","0,001951064","464,15",,"324,905"
1776,118134-30-8,18,35,1,2,0,"297,49","2045,775519","3867,79434",,,
1777,120162-55-2,13,16,10,5,1,"424,4","0,000684508","3,85606E-06","443,15",,"310,205"
1778,120923-37-7,9,15,5,7,2,"369,38","3,276437354","0,001056403","434,65",,"304,255"
1779,120928-09-8,20,22,2,1,0,"306,41","0,419907049","11,97146763","351,65",,"246,155"
1780,121552-61-2,14,15,3,0,0,"225,3","44,55761073","481,9002465","349,05",,"244,335"
1781,122931-48-0,14,17,5,7,2,"431,45","0,262088082","7,51474E-06","450,15",,"315,105"
1782,125306-83-4,16,22,4,3,1,"350,44","0,000421898","0,056127522","388,15",,"271,705"
1783,126801-58-9,15,18,4,7,1,"398,4","10,60180542","0,000726063","418,15",,"292,705"
1784,131807-57-3,22,18,2,4,0,"374,4","0,096606066","0,000192407","414,15",,"289,905"
1785,131860-33-8,22,17,3,5,0,"403,4","1,78917E-05","0,010734994","389,15",,"272,405"
1786,133408-50-1,16,16,2,3,0,"284,32","2,063211106","1,757550201","361,15",,"252,805"
1787,135158-54-2,8,6,2,1,2,"210,28","37,29278289","10328,97078","406,05",,"284,235"
1788,136191-64-5,17,19,3,6,0,"361,36","4,468138187","1,437574895","380,15",,"266,105"
1789,136849-15-5,17,19,5,6,1,"421,43","3,738157523","3,26239E-05","435,05",,"304,535"
1790,138164-12-2,24,33,1,4,0,"399,53","0,161037017","0,00011337","353,95",,"247,765"
1791,143390-89-0,18,19,1,4,0,"313,36","0,289710571","21,22298372","372,15",,"260,505"
1792,149877-41-8,17,20,2,3,0,"300,36","1,210804639","5,505125094","395,15",,"276,605"
