,SMILES,#C,#H,#N,#O,#S,Molar mass (g/mol),Measured C0 (μg/m3),Estimated C0 (μg/m3),Measured Tm (K),Estimated Tm (K),Estimated Tg (K)
0,CS(S)(=O)=O,1,4,0,2,2,"112,1734",,"2553417,375",,"280,93","196,651"
1,CS(O)(=O)=O,1,4,0,3,1,"96,1068",,"138088,3171","293,15","298,92","205,205"
2,OCS(O)(=O)=O,1,4,0,4,1,"112,1062",,"587,5977808",,"340,32","238,224"
3,COS(O)(=O)=O,1,4,0,4,1,"112,1062",,"47900,68152",,"315,69","220,983"
4,OS(=O)(=O)CS(O)(=O)=O,1,4,0,6,2,"176,171",,"0,496772178","371,15","417,71","259,805"
5,COC(S)=S,2,4,0,1,2,"108,185",,"13157308,17",,"251,96","176,372"
6,OC(=O)CS,2,4,0,2,1,"92,1184","430286,4495","2057245,121","256,65","291,99","179,655"
7,OC(=O)CS,2,4,0,2,1,"92,1184",,"2057245,121","262,15","278,77","183,505"
8,O=S1OCCO1,2,4,0,3,1,"108,1178",,"7854572,031","262,15","278,77","183,505"
9,OS(=O)(=O)C=C,2,4,0,3,1,"108,1178",,"39680,13426",,"308,73","216,111"
10,OC(=O)CS(O)(=O)=O,2,4,0,5,1,"140,1166",,"39,35968841","358,15","384,98","250,705"
11,OC(=O)CS(O)(=O)=O,2,4,0,5,1,"140,1166",,"39,35968841","358,15","384,98","250,705"
12,CS(C)=O,2,6,0,1,1,"78,1348","2564873,191","2615329,712","291,65","223,44","204,155"
13,OCCS,2,6,0,1,1,"78,1348","7400289,861","3620255,438",,"227,56","159,292"
14,CSS(C)(=O)=O,2,6,0,2,2,"126,2002",,"1935514,644",,"287,86","201,502"
15,CCS(O)(=O)=O,2,6,0,3,1,"110,1336",,"49191,43435","256,15","310,01","179,305"
16,COS(=O)OC,2,6,0,3,1,"110,1336",,"71120146,05",,"259,01","181,307"
17,COS(C)(=O)=O,2,6,0,3,1,"110,1336",,"1837270,44","293,15","270,83","205,205"
18,OCCS(O)(=O)=O,2,6,0,4,1,"126,133",,"597,31436",,"350,03","245,021"
19,OS(=O)(=O)CCS(O)(=O)=O,2,6,0,6,2,"190,1978",,"0,035823259","446,15","418,39","312,305"
20,O[CH]([CH](O)S(O)(=O)=O)S(O)(=O)=O,2,6,0,8,2,"222,1966",,"8,34612E-05",,"466,76","326,732"
21,OS(=O)(=O)CC(S(O)(=O)=O)S(O)(=O)=O,2,6,0,9,3,"270,262",,"4,34858E-07",,"495,62","346,934"
22,O=C1OCCS1,3,4,0,2,1,"104,1294",,"1087092,887",,"274,49","192,143"
23,CCOC(S)=S,3,6,0,1,2,"122,2118",,"5399429,264",,"263,76","184,632"
24,CCOC(S)=S,3,6,0,1,2,"122,2118",,"5399429,264",,"263,76","184,632"
25,CCOC(S)=S,3,6,0,1,2,"122,2118",,"5399429,264",,"263,76","184,632"
26,CCOC(S)=S,3,6,0,1,2,"122,2118",,"5399429,264",,"263,76","184,632"
27,SCCOC(S)=S,3,6,0,1,3,"154,2778",,"212537,2029",,"301,3","210,91"
28,OC(=O)CCS,3,6,0,2,1,"106,1452","284460,036","885367,582","291,15","303,34","203,805"
29,OC(=O)CCS,3,6,0,2,1,"106,1452",,"885367,582",,,
30,OC(=O)CCS,3,6,0,2,1,"106,1452",,"885367,582",,,
31,O=S1(=O)CCOC1,3,6,0,3,1,"122,1446",,"1774718,98",,"298,65","213,255"
32,O=S1(=O)CCCO1,3,6,0,3,1,"122,1446",,"1570954,949","304,65","298,65","209,055"
33,OS(=O)(=O)OCC=C,3,6,0,4,1,"138,144",,"3114,853376",,"335,83","235,081"
34,O=S1(=O)CSCS(=O)(=O)C1,3,6,0,4,3,"202,276",,"251,4478318",,"398,34","278,838"
35,OC(=O)CCS(O)(=O)=O,3,6,0,5,1,"154,1434",,"8,295001949",,"393,17","275,219"
36,CS(=O)(=O)OCC(O)=O,3,6,0,5,1,"154,1434",,"4686,676101",,"363,37","254,359"
37,O=S1(=O)CS(=O)(=O)CS(=O)(=O)C1,3,6,0,6,3,"234,2748",,"8,963688066",,"428,5","299,95"
38,CSCCO,3,8,0,1,1,"92,1616",,"4731402,977",,"234,73","164,311"
39,OCCCS,3,8,0,1,1,"92,1616",,"2261551,109",,"239,53","167,671"
40,OC[CH](S)CS,3,8,0,1,2,"124,2276","33425,63432","98271,36489",,"266,96","186,872"
41,OC[CH](S)CS,3,8,0,1,2,"124,2276",,"98271,36489",,,
42,OC[CH](S)CS,3,8,0,1,2,"124,2276",,"98271,36489",,,
43,OC[CH](S)CS,3,8,0,1,2,"124,2276",,"98271,36489",,,
44,OC[CH](S)CS,3,8,0,1,2,"124,2276",,"98271,36489",,,
45,OC[CH](S)CS,3,8,0,1,2,"124,2276",,"98271,36489",,,
46,OC(CS)CS,3,8,0,1,2,"124,2276",,"143061,7149",,,
47,OC[CH](S)CS,3,8,0,1,2,"124,2276",,"98271,36489",,,
48,OC[CH](O)CS,3,8,0,2,1,"108,161",,"58787,31512",,"278,9","195,23"
49,CC(C)S(O)(=O)=O,3,8,0,3,1,"124,1604",,"35144,74572","236,15","310,24","165,305"
50,CCOS(C)(=O)=O,3,8,0,3,1,"124,1604","1376391,182","1222716,439",,"282,56","197,792"
51,CCCOS(O)(=O)=O,3,8,0,4,1,"140,1598",,"2843,520592",,"337,06","235,942"
52,CC(C)(O)S(O)(=O)=O,3,8,0,4,1,"140,1598",,"474,4229316",,"349,92","244,944"
53,CC(C)(O)S(O)(=O)=O,3,8,0,4,1,"140,1598",,"474,4229316",,,
54,C[CH](CO)S(O)(=O)=O,3,8,0,4,1,"140,1598",,"141,0446553",,"351,06","245,742"
55,CS(=O)(=O)CS(C)(=O)=O,3,8,0,4,2,"172,2258",,"6719,357925",,"354,78","248,346"
56,O[CH](C[CH](O)S(O)(=O)=O)S(O)(=O)=O,3,8,0,8,2,"236,2234",,"3,21614E-05",,"472,18","330,526"
57,CSCCCO,4,10,0,1,1,"106,1884",,"1600024,625",,"246,6","172,62"
58,SCCOCCS,4,10,0,1,2,"138,2544",,"2075748,455",,"254,62","178,234"
59,OCCSCCO,4,10,0,2,1,"122,1878","21238,40636","1591,236637","262,95","298,02","184,065"
60,CCSS(=O)(=O)CC,4,10,0,2,2,"154,2538",,"255669,0433",,"310,1","217,07"
61,OCCSSCCO,4,10,0,2,2,"154,2538",,"796,0604302","299,15","328,8","209,405"
62,OCCOSCCO,4,10,0,3,1,"138,1872",,"3390,972111",,"314,31","220,017"
63,CCCCS(O)(=O)=O,4,10,0,3,1,"138,1872",,"6551,41761","257,95","331,4","180,565"
64,CCOS(=O)OCC,4,10,0,3,1,"138,1872",,"20524304,89",,"282,04","197,428"
65,CC(C)(C)S(O)(=O)=O,4,10,0,3,1,"138,1872",,"2625,028849","386,15","320,89","270,305"
66,CC(C)(C)S(O)(=O)=O,4,10,0,3,1,"138,1872",,"2625,028849",,"294,03","205,821"
67,CCCOS(C)(=O)=O,4,10,0,3,1,"138,1872",,"1784722,164",,,
68,CC(C)COS(O)(=O)=O,4,10,0,4,1,"154,1866",,"2082,629",,"337,08","235,956"
69,CCCCOS(O)(=O)=O,4,10,0,4,1,"154,1866",,"1053,76049",,"340,51","238,357"
70,OCCS(=O)(=O)CCO,4,10,0,4,1,"154,1866",,"49,86693343",,"364,57","255,199"
71,C[CH](CO)CS(O)(=O)=O,4,10,0,4,1,"154,1866",,"48,95422749",,"360,28","252,196"
72,OCCS(=O)(=O)CCO,4,10,0,4,1,"154,1866",,"49,86693343",,"364,57","255,199"
73,CSCC[CH](O)S(O)(=O)=O,4,10,0,4,2,"186,2526",,"3,858820986",,"384,1","268,87"
74,CS(=O)(=O)CCS(C)(=O)=O,4,10,0,4,2,"186,2526",,"2706,186146",,"363,96","254,772"
75,CS(=O)(=O)OCCOS(C)(=O)=O,4,10,0,6,2,"218,2514",,"416,9432521",,"387,03","270,921"
76,O[CH](CC[CH](O)S(O)(=O)=O)S(O)(=O)=O,4,10,0,8,2,"250,2502",,"1,22952E-05",,"477,6","334,32"
77,SC(=S)OCC=C,4,6,0,1,2,"134,2228",,"2347476,285",,"273,98","191,786"
78,CC(=O)SC(C)=O,4,6,0,2,1,"118,1562",,"5868806,282",,"267,11","186,977"
79,C=CS(=O)(=O)C=C,4,6,0,2,1,"118,1562",,"392949,3264","247,15","274,19","173,005"
80,O=S1(=O)CC=CC1,4,6,0,2,1,"118,1562",,"845667,6441","337,65","290,58","236,355"
81,SC(=S)OCCOC(S)=S,4,6,0,2,4,"214,3542",,"812,0751383",,"371,82","260,274"
82,O=S1(=O)C[CH]2O[CH]2C1,4,6,0,3,1,"134,1556",,"823010,1959",,"307,88","215,516"
83,OC(=O)C[CH](S)C(O)=O,4,6,0,4,1,"150,155",,"265,8442397","422,15","380,03","295,505"
84,OC(=O)C[CH](S)C(O)=O,4,6,0,4,1,"150,155",,"265,8442397",,,
85,OC(=O)CSCC(O)=O,4,6,0,4,1,"150,155",,"441,1883127","402,15","383,28","281,505"
86,OC(=O)CSCC(O)=O,4,6,0,4,1,"150,155",,"441,1883127",,,
87,OC(=O)C[CH](S)C(O)=O,4,6,0,4,1,"150,155",,"265,8442397","422,15","380,03","295,505"
88,OC(=O)[CH](S)[CH](S)C(O)=O,4,6,0,4,2,"182,221",,0,"466,15","400,64","326,305"
89,OC(=O)[CH](S)[CH](S)C(O)=O,4,6,0,4,2,"182,221",,0,,,
90,CSCCC=O,4,8,0,1,1,"104,1726",,"11099674,73",,"229,62","160,734"
91,C1CSCCO1,4,8,0,1,1,"104,1726",,"25843182,07",,"245,08","171,556"
92,CC(C)OC(S)=S,4,8,0,1,2,"136,2386",,"4039646,189",,"264,27","184,989"
93,CC(C)OC(S)=S,4,8,0,1,2,"136,2386",,"4039646,189",,,
94,CC(C)OC(S)=S,4,8,0,1,2,"136,2386",,"4039646,189",,,
95,CCOC(=S)SC,4,8,0,1,2,"136,2386",,"4024983,226",,"270,75","189,525"
96,CC(C)OC(S)=S,4,8,0,1,2,"136,2386",,"4039646,189",,"264,27","184,989"
97,CCOC(=O)CS,4,8,0,2,1,"120,172",,"18689285,14",,"232,86","163,002"
98,O=S1CCOCC1,4,8,0,2,1,"120,172",,"1312776,776",,"279,74","195,818"
99,O=S1CCOCC1,4,8,0,2,1,"120,172",,"1312776,776",,,
100,O=S1(=O)CCCC1,4,8,0,2,1,"120,172","40094,66017","26449,54195","300,75","289,44","210,525"
101,CC(=C)CS(O)(=O)=O,4,8,0,3,1,"136,1714",,"5781,685498",,"321,85","225,295"
102,OCCS(=O)(=O)C=C,4,8,0,3,1,"136,1714",,"8500,323419",,"326,55","228,585"
103,CC(=O)CS(C)(=O)=O,4,8,0,3,1,"136,1714",,"576702,9768",,"305,73","214,011"
104,O=S1(=O)CCOCC1,4,8,0,3,1,"136,1714",,"60748,00099","405,15","308,66","283,605"
105,C[CH]1COS(=O)(=O)C1,4,8,0,3,1,"136,1714",,"850032,3419",,"306,19","214,333"
106,O[CH]1CCC[CH]1S,5,10,0,1,1,"118,1994",,"351748,2631",,"264,54","185,178"
107,CCSCCC=O,5,10,0,1,1,"118,1994",,"8523375,633",,"241,54","169,078"
108,O[CH]1CCC[CH]1S,5,10,0,1,1,"118,1994",,"351748,2631",,"264,54","185,178"
109,CC[CH](C)OC(S)=S,5,10,0,1,2,"150,2654",,"1649607,861",,"275,7","192,99"
110,CCOC(=S)SCC,5,10,0,1,2,"150,2654",,"1649607,861",,"282,18","197,526"
111,CC[CH](C)OC(S)=S,5,10,0,1,2,"150,2654",,"1649607,861",,"275,7","192,99"
112,CC(C)(C)OC(S)=S,5,10,0,1,2,"150,2654",,"2442066,539",,"282,14","197,498"
113,C1CSCSCCO1,5,10,0,1,2,"150,2654",,"938012,313",,"302,41","211,687"
114,CCOC(=O)CCS,5,10,0,2,1,"134,1988",,"7019504,481",,"244,7","171,29"
115,CSCC[CH](O)C(O)=O,5,10,0,3,1,"150,1982",,"721,7848218",,"347,97","243,579"
116,C[CH]1CCOS(=O)(=O)C1,5,10,0,3,1,"150,1982",,"274003,4206",,316,"221,2"
117,CS(=O)(=O)C1(CC1)S(C)(=O)=O,5,10,0,4,2,"198,2636",,"1184,288534",,"381,11","266,777"
118,CCOC(=O)COS(C)(=O)=O,5,10,0,5,1,"182,197",,"54513,93997",,"330,46","231,322"
119,OCC(CS)(CS)CS,5,12,0,1,3,"184,3472",,"375,9822252",,"329,43","230,601"
120,OCCCSCCO,5,12,0,2,1,"136,2146",,"3928,981712",,"308,64","216,048"
121,OCCSCSCCO,5,12,0,2,2,"168,2806",,"137,6477757",,"338,66","237,062"
122,CC(C)CCS(O)(=O)=O,5,12,0,3,1,"152,214",,"2424,587535",,"331,42","231,994"
123,CC(C)(C)CS(O)(=O)=O,5,12,0,3,1,"152,214",,"3661,454825",,"331,22","231,854"
124,CC(C)(C)CS(O)(=O)=O,5,12,0,3,1,"152,214",,"3661,454825",,,
125,CC(C)(C)CS(O)(=O)=O,5,12,0,3,1,"152,214",,"3661,454825",,,
126,CCCCOS(C)(=O)=O,5,12,0,3,1,"152,214",,"601232,1794",,"305,24","213,668"
127,CCCCCOS(O)(=O)=O,5,12,0,4,1,"168,2134",,"353,0341796",,"350,12","245,084"
128,OCCCCCS(O)(=O)=O,5,12,0,4,1,"168,2134",,"8,843958806",,,
129,CCS(=O)(=O)CS(=O)(=O)CC,5,12,0,4,2,"200,2794",,"1131,663058",,"372,74","260,918"
130,CS(=O)(=O)OCCCOS(C)(=O)=O,5,12,0,6,2,"232,2782",,"191,2455951",,"395,04","276,528"
131,COS(=O)(=O)CCCS(=O)(=O)OC,5,12,0,6,2,"232,2782",,"191,2455951",,"395,04","276,528"
132,O[CH](CCC[CH](O)S(O)(=O)=O)S(O)(=O)=O,5,12,0,8,2,"264,277",,"4,66471E-06",,"483,02","338,114"
133,O=CC1=CC=CS1,5,4,0,1,1,"112,152",,"2528789,06",,"282,97","198,079"
134,OC(=O)C1=CC=CS1,5,4,0,2,1,"128,1514",,"10896,12308","402,65","335,95","281,855"
135,OC(=O)C1=CC=C(O1)S(O)(=O)=O,5,4,0,6,1,"192,149",,"0,318478708",,"423,64","296,548"
136,OC(=O)C1=CC=C(O1)S(O)(=O)=O,5,4,0,6,1,"192,149",,"0,318478708",,,
137,SCC1=CC=CO1,5,6,0,1,1,"114,1678",,"12656173,24",,"246,84","172,788"
138,OC(=O)CSC(=S)SCC(O)=O,5,6,0,4,3,"226,298",,"2,192021346",,"441,06","308,742"
139,OC(=O)COC(=S)SCC(O)=O,5,6,0,5,2,"210,2314",,"9,186396152",,"428,72","300,104"
140,O=C1CCSCC1,5,8,0,1,1,"116,1836",,"3357458,653",,"287,49","201,243"
141,COC(=S)SCC=C,5,8,0,1,2,"148,2496",,"1747146,02",,"280,88","196,616"
142,CC1=CCS(=O)(=O)C1,5,8,0,2,1,"132,183",,"867814,6817",,"300,88","210,616"
143,COC(=S)SCSC(=S)OC,5,8,0,2,4,"228,381",,"959,8482168",,"373,21","261,247"
144,O=S1OCC2(CO1)COS(=O)OC2,5,8,0,6,2,"228,2466",,"37,83089289",,"408,87","286,209"
145,CCOC(=S)SCC=C,6,10,0,1,2,"162,2764",,"722191,5994",,"292,06","204,442"
146,C=CCS(=O)(=O)CC=C,6,10,0,2,1,"146,2098",,"849751,22",,"296,97","207,879"
147,CC1(C)CS(=O)(=O)CC1=O,6,10,0,3,1,"162,2092",,"30027,93612",,"341,87","239,309"
148,COC(=O)CCSC(C)=O,6,10,0,3,1,"162,2092",,"826641,1483",,"287,83","201,481"
149,CC(C)OC(=S)SCC(O)=O,6,10,0,3,2,"194,2752",,"1589,104696",,"368,6","258,02"
150,CCOC(=S)SCCC(O)=O,6,10,0,3,2,"194,2752",,"871,9166553",,"375,84","263,088"
151,COC(=O)C[CH](S)C(=O)OC,6,10,0,4,1,"178,2086",,"2790700,342",,,
152,OC(=O)CCSCCC(O)=O,6,10,0,4,1,"178,2086",,"137,1375082","402,15","399,77","281,505"
153,CCS[CH](CC(O)=O)C(O)=O,6,10,0,4,1,"178,2086",,"254,1359418",,"392,89","275,023"
154,CC(=O)OCCS(=O)(=O)C=C,6,10,0,4,1,"178,2086",,"58019,71502",,"331,1","231,77"
155,OC(=O)CCSSCCC(O)=O,6,10,0,4,2,"210,2746",,"18,89708623",,"414,64","290,248"
156,SCC(=O)OCCOC(=O)CS,6,10,0,4,2,"210,2746",,"70835,78432",,,
157,OC(=O)CCS(=O)(=O)CCC(O)=O,6,10,0,6,1,"210,2074",,"4,422993654",,"437,09","305,963"
158,CS[CH]1CCC[CH]1O,6,12,0,1,1,"132,2262",,"244775,2585",,"271,43","190,001"
159,C[CH]1CSC[CH](C)O1,6,12,0,1,1,"132,2262",,"11954140,53",,"261,2","182,84"
160,CCC[CH]1OCCS1,6,12,0,1,1,"132,2262",,"9748316,982",,"266,31","186,417"
161,CCSCCOC=C,6,12,0,1,1,"132,2262",,"17077343,62",,"232,85","162,995"
162,CC(C)SC[CH]1CO1,6,12,0,1,1,"132,2262",,"19425478,36",,"236,57","165,599"
163,CCCCCOC(S)=S,6,12,0,1,2,"164,2922",,"383705,6843",,"297,57","208,299"
164,CC(C)(C)COC(S)=S,6,12,0,1,2,"164,2922",,"999049,3623",,"293,41","205,387"
165,CC(C)CCOC(S)=S,6,12,0,1,2,"164,2922",,"682536,3785",,"286,86","200,802"
166,CCCSC(=S)OCC,6,12,0,1,2,"164,2922",,"679884,0351",,"293,35","205,345"
167,CCOC(=S)SC(C)C,6,12,0,1,2,"164,2922",,"1220077,982",,"282,54","197,778"
168,CCOC(=S)SCCSC,6,12,0,1,3,"196,3582",,"34341,87171",,"324,93","227,451"
169,O[CH](CC=C([CH](O)S(O)(=O)=O)[CH](O)S(O)(=O)=O)S(O)(=O)=O,6,12,0,12,3,"372,3516",,"5,59048E-13",,"566,59","396,613"
170,CCCSCCC(O)=O,6,12,0,2,1,"148,2256",,"71310,30501",,"325,03","227,521"
171,CC(C)SCCC(O)=O,6,12,0,2,1,"148,2256",,"132410,6335",,"321,33","224,931"
172,CCSCCOC(C)=O,6,12,0,2,1,"148,2256",,"5184753,72",,"251,71","176,197"
173,CCSCCC(=O)OC,6,12,0,2,1,"148,2256",,"5184753,72",,,
174,COC(=O)CCSCCO,6,12,0,3,1,"164,225",,"15200,54907",,"302,62","211,834"
175,C[CH]1CC(C)(C)S(=O)(=O)O1,6,12,0,3,1,"164,225",,"240380,776",,"322,26","225,582"
176,CC1S(=O)C(C)S(=O)C(C)S1=O,6,12,0,3,3,"228,357",,"15,11509909",,"406,8","284,76"
177,CC(C)(CS(C)(=O)=O)C(O)=O,6,12,0,4,1,"180,2244",,"2075,481755",,"372,98","261,086"
178,CC(C)COC(=O)CS(O)(=O)=O,6,12,0,5,1,"196,2238",,"69,69268164",,"364,28","254,996"
179,CS(=O)(=O)O[CH](C=O)[CH](O)[CH](O)CO,6,12,0,7,1,"228,2226",,"0,027387669",,"420,96","294,672"
180,CS(=O)(=O)OCCOC(=O)COS(C)(=O)=O,6,12,0,8,2,"276,288",,"16,20615838",,"417,04","291,928"
181,CC(C)(C)SCCO,6,14,0,1,1,"134,242",,"600317,4891",,"265,06","185,542"
182,CCCCSCCO,6,14,0,1,1,"134,242",,"182768,1405",,"269,55","188,685"
183,CCCS(=O)(=O)CCC,6,14,0,2,1,"150,2414","33310,28865","69692,88548","302,65","299,55","211,855"
184,C[CH](O)CSC[CH](C)O,6,14,0,2,1,"150,2414",,"14148,78766",,"295,04","206,528"
185,OCCCSCCCO,6,14,0,2,1,"150,2414",,"1204,668206",,"318,99","223,293"
186,OCC[S+](CCO)CCO,6,14,0,3,1,"166,2408",,"8,212433382",,"355,5","248,85"
187,CCCCCOS(C)(=O)=O,6,14,0,3,1,"166,2408",,"206652,7354",,"316,19","221,333"
188,CCOCCCCS(O)(=O)=O,6,14,0,4,1,"182,2402",,"123,5680766",,"359,38","251,566"
189,C[CH](O)CC(C)(C)S(O)(=O)=O,6,14,0,4,1,"182,2402",,"23,7329163",,"372,1","260,47"
190,CCCC(S(C)(=O)=O)S(C)(=O)=O,6,14,0,4,2,"214,3062",,"890,3148027",,"374,07","261,849"
191,CS(=O)(=O)SCCCCSS(C)(=O)=O,6,14,0,4,4,"278,4382",,"5,978514288",,"421,02","294,714"
192,CS(=O)(=O)CCOCCS(C)(=O)=O,6,14,0,5,2,"230,3056",,"209,4511557",,"392,1","274,47"
193,CS(=O)(=O)OCCCCOS(C)(=O)=O,6,14,0,6,2,"246,305",,"1,224719852","560,15","402,94","392,105"
194,COS(=O)(=O)CCCCS(=O)(=O)OC,6,14,0,6,2,"246,305",,"88,14271663",,"402,94","282,058"
195,CS(=O)(=O)OC[CH](O)[CH](O)COS(C)(=O)=O,6,14,0,8,2,"278,3038",,"0,005646145",,"404,16","282,912"
196,CS(=O)(=O)OC[CH](O)[CH](O)COS(C)(=O)=O,6,14,0,8,2,"278,3038",,"0,005646145",,,
197,CS(=O)(=O)OC[CH](O)[CH](O)COS(C)(=O)=O,6,14,0,8,2,"278,3038",,"0,005646145",,,
198,CC(=O)C1=CC=CS1,6,6,0,1,1,"126,1788",,"1242593,395","283,65","295,02","198,555"
199,OC1=CC=C(S)C=C1,6,6,0,1,1,"126,1788",,"123580,3267",,"314,34","220,038"
200,COC(=O)C1=CC=CS1,6,6,0,2,1,"142,1782",,"2073451,402",,"292,97","205,079"
201,OC(=O)CSC1=CSC=C1,6,6,0,2,2,"174,2442",,"1350,244389",,"373,32","261,324"
202,OS(=O)(=O)C1=CC=CC=C1,6,6,0,3,1,"158,1776",,"145,5568507","338,15","361,9","236,705"
203,OC1=CC=C(C=C1)S(O)(=O)=O,6,6,0,4,1,"174,177",,"3,121235931",,"401,89","281,323"
204,OS(=O)(=O)OC1=CC=CC=C1,6,6,0,4,1,"174,177",,"28,30670424",,"374,58","262,206"
205,OS(=O)(=O)OC1=CC=CC=C1,6,6,0,4,1,"174,177",,"28,30670424",,,
206,OC1=CC(=C(O)C=C1)S(O)(=O)=O,6,6,0,5,1,"190,1764",,"0,148393946",,"433,54","303,478"
207,OS(=O)(=O)C1=CC=CC(=C1)S(O)(=O)=O,6,6,0,6,2,"238,2418",,"0,00037308",,"463,66","324,562"
208,OC1=CC=C(C=C1S(O)(=O)=O)S(O)(=O)=O,6,6,0,7,2,"254,2412",,"2,0112E-05",,"480,94","336,658"
209,OC1=C(O)C(=CC(=C1)S(O)(=O)=O)S(O)(=O)=O,6,6,0,8,2,"270,2406",,"1,06452E-06",,"497,21","348,047"
210,OCCC1=CC=CS1,6,8,0,1,1,"128,1946",,"45323,836",,"310,47","217,329"
211,CCOC(=S)SCC#C,6,8,0,1,2,"160,2606",,"340655,5103",,"311,71","218,197"
212,CC(=O)S[CH](CC(O)=O)C(O)=O,6,8,0,5,1,"192,1922",,"56,05658063",,"406,53","284,571"
213,CC(C)(O)C1=CC=CS1,7,10,0,1,1,"142,2214",,"140057,8958",,"304,51","213,157"
214,CCOC(=S)SC(=S)SC(=S)OCC,7,10,0,2,5,"286,4848",,"11,36215294",,"420,82","294,574"
215,C[CH](SC(=S)S[CH](C)C(O)=O)C(O)=O,7,10,0,4,3,"254,3516",,"1,361912208",,"443,87","310,709"
216,SC(=S)OC1CCCCC1,7,12,0,1,2,"176,3032",,"78176,99359",,"314,18","219,926"
217,CC(=O)S[CH]1CCC[CH]1O,7,12,0,2,1,"160,2366",,"6820,712799",,"317,54","222,278"
218,CC(C)(C)SCCC=O,7,14,0,1,1,"146,253",,"3864362,274",,"260,05","182,035"
219,CCS[CH]1CCC[CH]1O,7,14,0,1,1,"146,253",,"83426,15093",,"282,57","197,799"
220,CCCCSC(=S)OCC,7,14,0,1,2,"178,319",,"245656,9998",,"304,15","212,905"
221,CCCCSCCC(O)=O,7,14,0,2,1,"162,2524",,"26368,75534",,"335,21","234,647"
222,CCOC(=O)CCSCC,7,14,0,2,1,"162,2524",,"2095530,226",,"263,18","184,226"
223,CCSC[CH](C)C(=O)OC,7,14,0,2,1,"162,2524",,"3815611,286",,"252,2","176,54"
224,CCSCCOC(=O)CC,7,14,0,2,1,"162,2524",,"2095530,226",,"263,18","184,226"
225,CC(C)SCCCC(O)=O,7,14,0,2,1,"162,2524",,"47411,37136",,"331,95","232,365"
226,CCOS(=O)(=O)C1CCCC1,7,14,0,3,1,"178,2518",,"45275,94055",,"334,04","233,828"
227,CCCC1(C)COS(=O)OC1,7,14,0,3,1,"178,2518",,"33093,64299",,"337,72","236,404"
228,CCOC(=O)CCCS(C)(=O)=O,7,14,0,4,1,"194,2512",,"19547,75446",,"342,7","239,89"
229,COCCO[CH](C)C(=O)[CH](O)S(O)(=O)=O,7,14,0,7,1,"242,2494",,"0,127103902",,"416,68","291,676"
230,CCOS(=O)(=O)CC(C)(C)C,7,16,0,3,1,"180,2676",,"223119,2652",,"316,28","221,396"
231,OCCSCC(O)CSCCO,7,16,0,3,2,"212,3336",,"0,413636497",,"390,13","273,091"
232,CCO[CH](C)CCCS(O)(=O)=O,7,16,0,4,1,"196,267",,"79,00242828",,"366,84","256,788"
233,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,7,16,0,4,2,"228,333",,"2371,469536","398,95","384,56","279,265"
234,CCCCC(S(C)(=O)=O)S(C)(=O)=O,7,16,0,4,2,"228,333",,"398,1119843",,"382,3","267,61"
235,CC(C)S(=O)(=O)CS(=O)(=O)C(C)C,7,16,0,4,2,"228,333",,"701,6109352",,"375,33","262,731"
236,CS(=O)(=O)OCCCCCOS(C)(=O)=O,7,16,0,6,2,"260,3318",,"40,206908",,"410,84","287,588"
237,COS(=O)(=O)CCCCCS(=O)(=O)OC,7,16,0,6,2,"260,3318",,"40,206908",,,
238,O=C1OS(=O)(=O)C2=CC=CC=C12,7,4,0,4,1,"184,1722",,"97,4247168","402,65","388,14","281,855"
239,O=C1OS(=O)(=O)C2=CC=CC=C12,7,4,0,4,1,"184,1722",,"97,4247168",,,
240,OC(=O)C1=C(S)C=CC=C1,7,6,0,2,1,"154,1892",,"473,7853434","441,65","358,87","309,155"
241,OC(=O)C=CC1=CC=CS1,7,6,0,2,1,"154,1892",,"5824,82156",,"356,52","249,564"
242,OC(=O)C1=CC(=CC=C1)S,7,6,0,2,1,"154,1892",,"3750,454907",,"358,87","251,209"
243,OC(=O)C1=CC=C(S)C=C1,7,6,0,2,1,"154,1892",,"3750,454907",,,
244,OC(=O)C(=S)CC1=CC=CO1,7,6,0,3,1,"170,1886",,"2408,672601",,"370,17","259,119"
245,O=S1(=O)OCC2=CC=CC=C12,7,6,0,3,1,"170,1886",,"7409,186821",,"356,71","249,697"
246,OS(=O)(=O)C1=CC(=CC=C1)C=O,7,6,0,4,1,"186,188",,"2,755344707",,"393,11","275,177"
247,OS(=O)(=O)C1=C(C=O)C=CC=C1,7,6,0,4,1,"186,188",,"2,755344707",,,
248,OC(=O)C1=CC=CC(=C1)S(O)(=O)=O,7,6,0,5,1,"202,1874",,"0,069961098",,"431,7","302,19"
249,OC(=O)C1=CC=CC(=C1)S(O)(=O)=O,7,6,0,5,1,"202,1874",,"0,069961098",,,
250,OC(=O)C1=CC=C(C=C1)S(O)(=O)=O,7,6,0,5,1,"202,1874",,"0,069961098",,,
251,OC(=O)C1=C(C=CC=C1)S(O)(=O)=O,7,6,0,5,1,"202,1874",,"0,109892238","414,15","431,7","289,905"
252,OC(=O)C1=C(O)C=CC(=C1)S(O)(=O)=O,7,6,0,6,1,"218,1868",,"0,018668832","393,15","456,77","275,205"
253,CCOC(=O)C1=CC=CS1,7,8,0,2,1,"156,205",,"1000307,329",,"304,21","212,947"
254,CS(=O)(=O)C1=CC=CC=C1,7,8,0,2,1,"156,205",,"25133,77239","359,15",330,"251,405"
