CAS,dvap,num,External,VOC,SMILES,Key,Family,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9
275-02-5,50.1,1,NO,NO,C1=CN2C(=NC=N2)N=C1,SRNKZYRMFBGSGE-UHFFFAOYSA-N,Organoheterocyclic compounds,2.95465979,282.9357807,6.104448007,4.598255459,4.598255459,4.466326495,2.570282619,2.570282619,1.624300983,1.624300983,1.057499837,1.057499837,0.671243035,0.671243035,0,0,0,0,5.777653724,0,6.327320075,16.90908504,6.066367068,15.06663885,0,-1.45,9,116.083,4.430954824,1.512388261,0.560793933,3.930555556,0.251559887,3.930555556,0.251559887,0.636574074,0.219612483,0.636574074,-0.219612483,0.1243,30.782,120.115,0,4,0,0,0,0,2,2,4,0,4,0,0,0,0,0,44,0,6.327320075,0,0,5.777653724,0,0,9.499376415,10.08266033,0,0,6.066367068,12.39368714,0,0,5.777653724,0,19.58203674,0,0,0,24.78737429,0,0,0,0,0,0,19.58203674,0,0,0,24.78737429,0,5.777653724,0,43.08,1.611111111,0,7.79,3.861759259,0,0.636574074,1.807222222,4.96,0,0
275-02-5,72.3,3,NO,NO,C1=CN2C(=NC=N2)N=C1,SRNKZYRMFBGSGE-UHFFFAOYSA-N,Organoheterocyclic compounds,2.95465979,282.9357807,6.104448007,4.598255459,4.598255459,4.466326495,2.570282619,2.570282619,1.624300983,1.624300983,1.057499837,1.057499837,0.671243035,0.671243035,0,0,0,0,5.777653724,0,6.327320075,16.90908504,6.066367068,15.06663885,0,-1.45,9,116.083,4.430954824,1.512388261,0.560793933,3.930555556,0.251559887,3.930555556,0.251559887,0.636574074,0.219612483,0.636574074,-0.219612483,0.1243,30.782,120.115,0,4,0,0,0,0,2,2,4,0,4,0,0,0,0,0,44,0,6.327320075,0,0,5.777653724,0,0,9.499376415,10.08266033,0,0,6.066367068,12.39368714,0,0,5.777653724,0,19.58203674,0,0,0,24.78737429,0,0,0,0,0,0,19.58203674,0,0,0,24.78737429,0,5.777653724,0,43.08,1.611111111,0,7.79,3.861759259,0,0.636574074,1.807222222,4.96,0,0
19485-35-9,86.9,1,NO,NO,CN1C=NC(=C1C#N)C#N,SUOVGHDPXJUFME-UHFFFAOYSA-N,Organoheterocyclic compounds,3.338258235,322.4975073,7.560477932,5.366204651,5.366204651,4.79122366,2.608038566,2.608038566,1.776295024,1.776295024,1.148852593,1.148852593,0.643895769,0.643895769,0,0,0,5.693927995,5.693927995,0,10.89441972,7.047671983,12.13844263,4.983978521,10.52378311,-1.81,10,128.094,6.312100122,2.200138473,0.722619733,8.457314815,0.324404092,8.457314815,0.176240337,0.185185185,0.176240337,0.185185185,-0.324404092,0.16346,32.638,132.126,0,4,0,0,0,0,1,1,4,0,4,0,0,0,0,0,48,4.567099648,12.13844263,11.38785599,0,0,0,0,4.983978521,10.52378311,0,0,0,7.047671983,6.327320075,0,0,10.52378311,9.551078169,7.047671983,0,0,17.71517606,0,12.13844263,0,0,0,0,9.551078169,7.047671983,22.66222574,11.38785599,6.327320075,0,0,0,65.4,1.512453704,0,3.684398148,16.84324074,0.493055556,0,3.685601852,1.441574074,0,1.673009259
230-17-1,85.3,2,NO,NO,C1=CC=C2C(=C1)C3=CC=CC=C3N=N2,SWJXWSAKHXBQSY-UHFFFAOYSA-N,Organoheterocyclic compounds,2.610318687,547.2925175,9.380468889,7.513229345,7.513229345,6.949489743,4.551914134,4.551914134,3.234298117,3.234298117,2.363741632,2.363741632,1.684931313,1.684931313,0,0,0,0,0,21.80584986,0,0,36.39820241,22.33009775,0,-1.96,14,172.146,7.444412302,2.77102896,0.97292049,4.159351852,0.149890853,4.159351852,0.093565644,0.950185185,0.093565644,0.950185185,-0.149890853,2.783,57.044,180.21,0,2,0,0,0,2,1,3,2,0,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,10.19736362,36.39820241,12.13273414,10.77244843,11.03340144,0,21.80584986,0,10.19736362,0,0,0,48.53093655,0,0,0,0,0,0,10.19736362,0,0,0,48.53093655,0,21.80584986,0,25.78,0,0,0,10.64851852,1.90037037,0,16.11777778,0,0,0
3554-74-3,73,1,NO,NO,CN1CCCC(C1)O,UKANCZCEGQDKGF-UHFFFAOYSA-N,Organoheterocyclic compounds,2.230637658,66.92878689,5.983127663,5.300204585,5.300204585,3.7876937,3.154364598,3.154364598,2.558295345,2.558295345,1.599605033,1.599605033,1.139174444,1.139174444,0,0,0,6.103966388,0,25.93115606,0,0,7.047671983,4.899909731,5.106527395,-0.08,8,102.072,6.046262626,2.464484912,1.456225286,9.037916667,0.391795343,9.037916667,0.06670366,0.061342593,0.06670366,-0.061342593,-0.391795343,0.0729,32.7378,115.176,1,2,0,1,1,0,0,0,2,1,2,0,0,0,1,1,48,10.00643713,0,0,0,0,0,0,0,0,0,0,26.43407163,6.544756406,6.103966388,5.106527395,0,0,4.899909731,0,18.94560963,20.13718479,0,0,0,0,0,0,0,36.24758831,0,0,12.84164325,0,0,0,0,23.47,0,0,2.16087963,9.037916667,0,0,0,2.079537037,2.010972222,2.044027778
2177-22-2,49.7,1,NO,NO,CCC1(COC1)CCl,UKLWXKWTXHHMFK-UHFFFAOYSA-N,Organoheterocyclic compounds,2.334290882,65.0879456,6.035533906,5.114639888,5.870568834,3.828427125,2.965931855,3.500454338,2.479983291,2.747244533,1.849969936,2.416916645,0.766504146,1.109789732,0,0,0,0,5.414990469,25.514589,0,0,0,6.9237372,16.33780284,0.25,8,123.518,6.371212121,2.237654321,0.84833795,5.680262346,0.380024846,5.680262346,0.055572674,0.348765432,0.055572674,0.348765432,-0.380024846,1.6518,34.263,134.606,0,1,0,1,1,0,0,0,1,0,2,0,2,0,1,1,48,4.736862954,0,0,0,0,0,0,0,0,11.60093989,6.9237372,6.420821623,11.29499391,13.21376393,4.736862954,11.60093989,0,0,5.414990469,13.34455882,19.09376737,0,0,0,0,0,0,11.60093989,19.09376737,4.736862954,5.414990469,13.34455882,0,0,0,0,9.23,5.035555556,5.680262346,0,0,0.348765432,0.753472222,0,1.149305556,3.89375,0
19768-54-8,69.1,1,NO,NO,CCCCCN1C=CN=C1,UPYVYJSWGZMBOU-UHFFFAOYSA-N,Organoheterocyclic compounds,2.153025852,155.7753368,7.234204519,6.454905123,6.454905123,4.931851653,3.88946344,3.88946344,2.507616798,2.507616798,1.57905767,1.57905767,0.963379205,0.963379205,0,0,0,0,0,6.544756406,19.26246487,0,18.72100722,16.47481537,0,-0.79,10,124.102,7.318577633,4.094135409,2.212622069,3.963876134,0.33749957,3.963876134,0.094539945,1.118888889,0.094539945,1.118888889,-0.33749957,2.0733,41.752,138.214,0,2,0,0,0,0,1,1,2,0,2,0,4,0,0,0,56,4.567099648,0,0,0,0,0,0,4.983978521,0,0,19.76538045,6.420821623,18.93844355,6.327320075,0,0,0,9.551078169,0,32.73095847,0,18.72100722,0,0,0,0,0,0,9.551078169,6.544756406,0,26.18620207,18.72100722,0,0,0,17.82,2.120694444,0,3.963876134,0,0,0,0,9.580359977,3.335069444,0
930-36-9,48,2,NO,NO,CN1C=CC=N1,UQFQONCQIQEYPJ-UHFFFAOYSA-N,Organoheterocyclic compounds,3.049648321,109.1085055,4.405777394,3.626477999,3.626477999,2.89384685,1.830278042,1.830278042,1.179731484,1.179731484,0.636673846,0.636673846,0.345183053,0.345183053,0,0,0,0,0,0,0,10.87864651,19.31088262,5.098681808,0,-0.79,6,76.058,3.40193858,1.124887162,0.406542899,3.833333333,0.275832941,3.833333333,0.048904352,1.75,0.048904352,1.75,-0.275832941,0.4201,23.208,82.106,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,0,32,0,0,0,0,0,0,4.681802935,0,5.098681808,0,0,6.066367068,19.44135913,0,0,0,0,9.780484743,7.047671983,0,0,18.46005421,0,0,0,0,0,0,9.780484743,7.047671983,0,0,18.46005421,0,0,0,17.82,1.75,0,0,3.833333333,0,0,1.888888889,3.638888889,0,1.888888889
274-76-0,65,3,NO,NO,C1=CC2=NC=CN2C=C1,UTCSSFWDNNEEBH-UHFFFAOYSA-N,Organoheterocyclic compounds,2.95465979,280.8939368,6.104448007,4.858528806,4.858528806,4.466326495,2.843818733,2.843818733,1.893348864,1.893348864,1.301691587,1.301691587,0.86374844,0.86374844,0,0,0,0,0,5.647177221,0,6.196843572,34.99348295,4.983978521,0,-1.31,9,112.091,4.557629552,1.584972123,0.597758714,4.081666667,0.307121557,4.081666667,0.136120022,0.997685185,0.136120022,0.997685185,-0.307121557,1.3343,35.192,118.139,0,2,0,0,0,0,2,2,2,0,2,0,0,0,0,0,44,4.400694606,5.647177221,0,0,0,0,0,4.983978521,0,0,6.066367068,12.13273414,18.59053071,0,0,5.647177221,0,9.384673127,0,0,0,36.78963192,0,0,0,0,0,0,9.384673127,0,0,0,36.78963192,0,5.647177221,0,17.3,1.972222222,0,4.081666667,0,0.997685185,0,5.927592593,5.6875,0,0
585-48-8,57,2,NO,NO,CC(C)(C)C1=NC(=CC=C1)C(C)(C)C,UWKQJZCTQGMHKD-UHFFFAOYSA-N,Organoheterocyclic compounds,3.148163892,283.4928272,10.98312766,10.1792644,10.1792644,6.210343431,5.191230531,5.191230531,5.908067644,5.908067644,2.285936596,2.285936596,1.270118032,1.270118032,0,0,0,10.82998094,0,0,11.38785599,0,0,59.7415244,4.983978521,-0.85,14,170.15,11.22604563,3.376799457,2.567947901,4.715277778,0.25677122,4.715277778,0.046012049,0.140138889,0.046012049,0.140138889,-0.25677122,3.6766,61.637,191.318,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,78,0,0,0,0,0,0,4.983978521,0,0,0,47.60879027,12.13273414,22.21783693,0,0,0,0,4.983978521,0,52.37240414,0,29.5869572,0,0,0,0,0,0,4.983978521,10.82998094,0,52.93027919,18.19910121,0,0,0,12.89,0,0,4.715277778,0,2.622731481,0,6.318101852,0,13.17722222,0
626-58-4,40.6,1,NO,NO,CC1CCNCC1,UZOFELREXGAFOI-UHFFFAOYSA-N,Organoheterocyclic compounds,2.12291795,46.14170945,5.112884175,4.905777394,4.905777394,3.39384685,3.100953631,3.100953631,2.432521985,2.432521985,1.627827085,1.627827085,0.966260992,0.966260992,0,0,0,0,0,5.917906046,25.93115606,0,0,12.2405258,0,-0.04,7,86.073,5.103678161,2.31410722,1.475062751,3.315138889,0.316711954,3.315138889,-0.004636968,0.97337963,0.004636968,0.97337963,-0.316711954,1.0059,31.2677,99.177,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,42,5.316788604,0,0,0,0,0,0,0,0,0,6.9237372,31.8490621,0,0,0,0,0,5.316788604,5.917906046,19.76538045,13.08951281,0,0,0,5.316788604,0,0,0,13.08951281,0,5.917906046,19.76538045,0,0,0,0,12.03,0,0,0,3.315138889,0,0.97337963,0,2.75,4.794814815,0
1606-49-1,75.6,1,NO,NO,C1CNC=NC1,VBXZSFNZVNDOPB-UHFFFAOYSA-N,Organoheterocyclic compounds,2.255144721,50.56842503,4.242640687,3.645884208,3.645884208,3,2.216655181,2.216655181,1.342957964,1.342957964,0.790901776,0.790901776,0.466055274,0.466055274,0,0,0,0,0,13.08951281,6.420821623,6.338535363,0,10.30919334,0,-0.53,6,76.058,3.652815356,1.798837034,0.707536304,3.940972222,0.376369216,3.940972222,0.082331476,1.006944444,0.082331476,1.006944444,-0.376369216,0.008,25.9787,84.122,1,2,0,1,1,0,0,0,2,1,2,0,0,0,0,0,34,5.316788604,0,0,0,0,0,4.992404733,0,0,0,0,6.420821623,13.08951281,6.338535363,0,6.338535363,0,5.316788604,4.992404733,6.420821623,13.08951281,0,0,0,5.316788604,0,0,0,19.42804817,0,0,6.420821623,4.992404733,0,0,0,24.39,0,0,3.940972222,2.993055556,0,0,0,2.958333333,2.107638889,0
505-22-6,39.1,1,NO,NO,C1COCOC1,VDFVNEFVBPFDSB-UHFFFAOYSA-N,Organoheterocyclic compounds,2,21.01955001,4.242640687,3.644923706,3.644923706,3,2.154700538,2.154700538,1.287901102,1.287901102,0.744016936,0.744016936,0.439826406,0.439826406,0,0,0,0,6.792942306,19.63458555,0,0,0,0,9.473725908,-0.08,6,80.042,4.088918919,2.157216947,0.953692476,4.847222222,0.355341354,4.847222222,0.146205596,0.5,0.146205596,0.5,-0.355341354,0.3808,21.388,88.106,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,36,9.473725908,6.792942306,0,0,0,0,0,0,0,0,0,6.420821623,0,13.21376393,9.473725908,0,0,0,0,6.420821623,20.00670624,0,0,0,0,0,0,0,20.00670624,9.473725908,0,6.420821623,0,0,0,0,18.46,9.694444444,0,0,0,0,0,0,1.055555556,2.25,0
57-57-8,47,1,NO,NO,C1COC1=O,VEZXCJBBBCKRPI-UHFFFAOYSA-N,Organoheterocyclic compounds,2.32240505,51.913403,3.698670613,2.730710143,2.730710143,2.39384685,1.550476816,1.550476816,0.97047018,0.97047018,0.569235928,0.569235928,0.185395406,0.185395406,0,4.794537184,0,5.969305288,13.02770359,0,0,0,0,4.736862954,0,-0.53,5,68.031,2.693713647,0.707536304,0.250604861,9.677083333,0.464962557,9.677083333,0.308761783,0.064814815,0.308761783,-0.064814815,-0.464962557,-0.0667,15.576,72.063,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,28,4.736862954,6.606881965,0,0,0,5.969305288,4.794537184,0,0,0,0,0,0,6.420821623,9.531400138,5.969305288,0,0,0,6.420821623,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,6.420821623,0,0,0,0,26.3,4.291666667,0,9.677083333,0,0,-0.064814815,0,0.625,0.637731481,0
497-23-4,55.6,1,NO,NO,C1C=CC(=O)O1,VIHAEDVKXSOUAT-UHFFFAOYSA-N,Organoheterocyclic compounds,2.593550546,93.72120768,4.405777394,3.1783039,3.1783039,2.89384685,1.727180183,1.727180183,1.032408755,1.032408755,0.57575117,0.57575117,0.322695825,0.322695825,0,4.794537184,0,5.969305288,6.606881965,0,6.076020107,6.076020107,0,4.736862954,0,-0.79,6,80.042,3.40193858,1.124887162,0.406542899,9.934027778,0.458288997,9.934027778,0.330360639,0.226851852,0.330360639,-0.226851852,-0.458288997,0.0994,20.099,84.074,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,0,32,4.736862954,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,0,6.076020107,6.076020107,0,9.531400138,5.969305288,0,0,0,0,6.606881965,12.15204021,0,0,0,0,0,0,12.57618725,9.531400138,0,0,12.15204021,0,0,0,26.3,4.402777778,0,9.934027778,0,0,-0.226851852,0,3.099537037,0.457175926,0
536-75-4,46.3,1,NO,NO,CCC1=CC=NC=C1,VJXRKZJMGVSXPX-UHFFFAOYSA-N,Organoheterocyclic compounds,2.832085835,145.7328145,5.819990956,4.963721453,4.963721453,3.931851653,2.821074887,2.821074887,1.709015277,1.709015277,1.157604432,1.157604432,0.618490064,0.618490064,0,0,0,0,0,6.420821623,5.563451492,0,24.52642128,11.90771572,0,-0.85,8,98.084,5.28986014,2.455694606,1.059403088,3.893333333,0.264716277,3.893333333,0.027003305,1.099722222,0.027003305,1.099722222,-0.264716277,1.644,33.615,107.156,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,42,0,0,0,0,0,0,4.983978521,0,0,0,6.9237372,24.11700725,12.39368714,0,0,0,0,4.983978521,0,13.34455882,0,30.08987277,0,0,0,0,0,0,4.983978521,6.420821623,0,12.48718869,24.52642128,0,0,0,12.89,0,0,3.893333333,0,1.347222222,0,4.055555556,4.736296296,2.134259259,0
105-21-5,62.3,1,NO,NO,CCCC1CCC(=O)O1,VLSVVMPLPMNWBH-UHFFFAOYSA-N,Organoheterocyclic compounds,2.21850643,109.4837784,6.690234444,5.722273975,5.722273975,4.325698503,3.521107304,3.521107304,2.439218335,2.439218335,1.57919992,1.57919992,1.107820818,1.107820818,0,4.794537184,0,12.07327168,6.420821623,19.26246487,0,0,0,6.9237372,4.736862954,-0.53,9,116.075,6.588063754,2.852566646,1.698902356,10.50606859,0.462345314,10.50606859,0.305697984,0.019953704,0.305697984,-0.019953704,-0.462345314,1.4921,34.022,128.171,0,2,0,1,1,0,0,0,2,0,2,0,2,0,1,1,52,4.736862954,6.103966388,0,0,0,5.969305288,4.794537184,0,0,0,13.34455882,12.84164325,6.420821623,0,9.531400138,5.969305288,0,0,0,38.71099008,0,0,0,0,0,0,0,0,12.07327168,9.531400138,0,32.60702369,0,0,0,0,26.3,4.962777778,0,10.50606859,0,0,-0.019953704,0,3.947777778,2.103329554,0
420-12-2,30.3,1,NO,NO,C1CS1,VOVUARRWDCVURC-UHFFFAOYSA-N,Organoheterocyclic compounds,2.25,7.509775004,2.121320344,1.822461853,2.638958434,1.5,1.077350269,2.232050808,0.612372436,1.837117307,0.204124145,0.612372436,0,0,0,0,0,0,0,0,11.50570721,0,11.76188495,0,0,0.35,3,56.089,1.648507463,0.38163288,0.157956104,2,0.160288653,2,0.002384167,1.416666667,0.002384167,1.416666667,-0.160288653,0.7332,17.325,60.121,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,18,0,0,0,0,0,0,0,0,11.76188495,0,0,0,11.50570721,0,0,11.76188495,0,0,0,0,11.50570721,0,0,0,0,0,0,11.76188495,11.50570721,0,0,0,0,0,0,0,0,0,2,0,0,0,2.833333333,0,0,0,0
766-20-1,44.9,1,NO,NO,CC1CCOC(O1)C,VREPYGYMOSZTKJ-UHFFFAOYSA-N,Organoheterocyclic compounds,2.230637658,64.92878689,5.983127663,5.385410682,5.385410682,3.7876937,3.058730745,3.058730745,2.173795493,2.173795493,1.300882701,1.300882701,0.834440853,0.834440853,0,0,0,6.290026729,6.103966388,13.02770359,0,0,6.9237372,6.9237372,9.473725908,-0.08,8,104.064,6.046262626,2.464484912,1.456225286,5.263888889,0.352857159,5.263888889,0.154650822,0.012731481,0.154650822,0.012731481,-0.352857159,1.1578,30.578,116.16,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,48,9.473725908,0,6.290026729,0,0,0,0,0,0,0,0,20.26829602,0,12.71084835,9.473725908,0,0,0,0,32.66228914,6.606881965,0,0,0,0,0,0,0,19.00087508,9.473725908,0,20.26829602,0,0,0,0,18.46,10.38986111,0,0,0,0,0,0,1.432546296,4.844259259,0
674-82-8,42.9,1,NO,NO,C=C1CC(=O)O1,WASQWSOJHCZDFK-UHFFFAOYSA-N,Organoheterocyclic compounds,2.47021466,82.11571282,4.568914101,3.230710143,3.230710143,2.7876937,1.673032607,1.673032607,1.18952237,1.18952237,0.599679369,0.599679369,0.31365024,0.31365024,0,4.794537184,0,5.969305288,12.17998649,0,0,0,0,11.31579864,0,-0.79,6,80.042,3.40193858,0.83449095,0.301591467,9.826666667,0.430745353,9.826666667,0.318034469,0.166666667,0.318034469,-0.166666667,-0.430745353,0.447,19.849,84.074,0,2,0,1,1,0,0,0,2,0,2,0,0,0,1,1,32,4.736862954,12.17998649,0,0,0,5.969305288,4.794537184,0,0,0,6.578935684,0,0,0,9.531400138,5.969305288,0,0,0,6.420821623,0,12.33810056,0,0,0,0,0,0,5.969305288,9.531400138,0,6.420821623,12.33810056,0,0,0,26.3,4.305555556,0,9.826666667,0,0,0.416666667,0,0.416666667,3.367777778,0
470-82-6,46.1,1,NO,NO,CC1(C2CCC(O1)(CC2)C)C,WEEGYLXZBRQIMU-UHFFFAOYSA-N,Organoheterocyclic compounds,2.223991853,160.9567031,8.112884175,7.814025684,7.814025684,5.019385278,4.720526787,4.720526787,4.929691518,4.929691518,3.535888693,3.535888693,2.744104673,2.744104673,0,0,0,11.20210162,0,5.917906046,25.68328649,0,0,20.7712116,4.736862954,-0.04,11,136.109,7.600932428,2.00703194,1.099288909,6.060185185,0.369130016,6.060185185,0.066176403,0.157986111,0.066176403,0.157986111,-0.369130016,2.7441,45.527,154.253,0,1,1,2,3,0,0,0,1,0,1,0,0,1,2,3,64,4.736862954,0,0,0,0,0,0,0,0,0,0,52.37240414,0,11.20210162,4.736862954,0,0,0,5.917906046,57.65659971,0,0,0,0,0,0,0,0,11.20210162,4.736862954,5.917906046,46.45449809,0,0,0,0,9.23,6.060185185,0,0,0,0.378472222,0.823449074,0,5.314675926,6.756550926,0
470-82-6,51.1,2,NO,NO,CC1(C2CCC(O1)(CC2)C)C,WEEGYLXZBRQIMU-UHFFFAOYSA-N,Organoheterocyclic compounds,2.223991853,160.9567031,8.112884175,7.814025684,7.814025684,5.019385278,4.720526787,4.720526787,4.929691518,4.929691518,3.535888693,3.535888693,2.744104673,2.744104673,0,0,0,11.20210162,0,5.917906046,25.68328649,0,0,20.7712116,4.736862954,-0.04,11,136.109,7.600932428,2.00703194,1.099288909,6.060185185,0.369130016,6.060185185,0.066176403,0.157986111,0.066176403,0.157986111,-0.369130016,2.7441,45.527,154.253,0,1,1,2,3,0,0,0,1,0,1,0,0,1,2,3,64,4.736862954,0,0,0,0,0,0,0,0,0,0,52.37240414,0,11.20210162,4.736862954,0,0,0,5.917906046,57.65659971,0,0,0,0,0,0,0,0,11.20210162,4.736862954,5.917906046,46.45449809,0,0,0,0,9.23,6.060185185,0,0,0,0.378472222,0.823449074,0,5.314675926,6.756550926,0
103-76-4,78.8,1,NO,NO,C1CN(CCN1)CCO,WFCSWCVEJLETKA-UHFFFAOYSA-N,Organoheterocyclic compounds,2.077860755,68.7032244,6.527097737,5.637067878,5.637067878,4.431851653,3.472017845,3.472017845,2.315247584,2.315247584,1.625843486,1.625843486,1.076173202,1.076173202,0,0,0,0,6.606881965,32.72378203,0,0,0,10.21669833,5.106527395,-0.12,9,116.079,6.992612613,3.82110705,2.301564122,8.556428571,0.395044554,8.556428571,0.055799433,0.291666667,0.055799433,0.291666667,-0.395044554,-1.1161,36.3955,130.191,2,3,0,1,1,0,0,0,3,2,3,0,2,0,1,1,54,10.423316,0,0,0,0,0,4.899909731,0,0,0,0,0,32.72378203,6.606881965,5.106527395,0,0,10.21669833,0,0,39.33066399,0,0,0,5.316788604,0,0,0,49.33710112,0,0,0,0,0,0,0,35.5,0,0,2.260416667,11.80625,0,0,0,0,5.433333333,0
13435-22-8,67.8,1,NO,NO,CCCCN1C=CN=C1C,WHLZPGRDRYCVRQ-UHFFFAOYSA-N,Organoheterocyclic compounds,2.485065925,190.8925906,7.397341225,6.670448073,6.670448073,4.842535255,3.820279256,3.820279256,2.521403139,2.521403139,1.676210743,1.676210743,0.968500062,0.968500062,0,0,0,0,0,12.3691609,12.84164325,0,19.31742434,16.47481537,0,-0.79,10,124.102,7.318577633,3.396271974,1.593356036,4.132491497,0.335176542,4.132491497,0.104974349,1.113425926,0.104974349,1.113425926,-0.335176542,1.99162,41.872,138.214,0,2,0,0,0,0,1,1,2,0,2,0,3,0,0,0,56,4.567099648,5.824404498,0,0,0,0,0,4.983978521,0,0,13.34455882,13.34455882,18.93844355,0,0,0,0,9.551078169,0,33.23387405,0,18.21809164,0,0,0,0,0,0,9.551078169,6.544756406,6.9237372,25.58978494,12.39368714,0,0,0,17.82,2.184027778,0,4.132491497,0,0,1.118935185,0,6.379768519,5.351443689,0
1126-00-7,69.4,2,NO,NO,C1=CC=C(C=C1)N2C=CC=N2,WITMXBRCQWOZPX-UHFFFAOYSA-N,Organoheterocyclic compounds,2.464776979,310.5534952,7.518661569,6.013229345,6.013229345,5.466326495,3.517354846,3.517354846,2.286181198,2.286181198,1.525138072,1.525138072,1.002276602,1.002276602,0,0,0,0,0,5.687386275,0,6.196843572,47.27684892,5.098681808,0,-1.57,11,136.113,6.160248408,2.580198847,1.147241229,4.103148148,0.241005652,4.103148148,0.064503563,1.094907407,0.064503563,1.094907407,-0.241005652,1.8723,43.564,144.177,0,2,0,0,0,1,1,2,2,0,2,0,1,0,0,0,54,0,0,0,0,0,0,0,4.681802935,5.098681808,0,18.19910121,18.19910121,12.39368714,5.687386275,0,0,0,9.780484743,0,0,0,48.79188955,0,5.687386275,0,0,0,0,9.780484743,0,0,0,48.79188955,0,5.687386275,0,17.82,1.833333333,0,0,4.103148148,1.094907407,0,11.93851852,3.696759259,0,0
65016-62-8,67.6,1,NO,NO,CCCCCCCCC1=CSC=C1,WQYWXQCOYRZFAV-UHFFFAOYSA-N,Organoheterocyclic compounds,1.900011494,188.8992104,9.355524862,8.590046566,9.406543147,6.431851653,5.442748295,6.385557337,3.649365234,4.429398548,2.399106294,3.131156092,1.544356725,2.247495045,0,0,0,0,0,0,50.50920285,0,11.33678588,23.75022981,0,-0.3,13,176.199,10.77874016,7.136943897,5.094418992,2.269883866,0.152155515,2.269883866,-0.006126063,1.287326389,0.006126063,1.287326389,-0.152155515,4.6511,61.399,196.359,0,0,0,0,0,0,1,1,1,0,1,0,7,0,0,0,74,0,0,0,0,0,0,0,0,11.33678588,0,39.02784531,35.23158735,0,0,0,11.33678588,0,0,0,51.86948856,0,22.3899441,0,0,0,0,0,11.33678588,0,6.420821623,0,51.01211843,16.82649261,0,0,0,0,0,1.81150813,0,4.442915879,1.528232893,0,2.246735717,9.701403717,2.269203663,0
1708-32-3,40,1,NO,NO,C1C=CCS1,WURYWHAKEJHAOV-UHFFFAOYSA-N,Organoheterocyclic compounds,2.323850869,41.60964047,3.535533906,2.977162391,3.793658972,2.5,1.727180183,2.881880722,1.008861999,2.083776956,0.594819017,1.451123717,0.340206909,1.020620726,0,0,0,0,0,0,11.50570721,0,11.76188495,12.15204021,0,0.09,5,80.111,3.286463654,1.507317364,0.689573106,2.199074074,0.153698885,2.199074074,0.011626677,1.236111111,0.011626677,1.236111111,-0.153698885,1.2894,26.465,86.159,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11.76188495,0,12.15204021,0,11.50570721,0,0,11.76188495,0,0,0,0,11.50570721,12.15204021,0,0,0,0,0,11.76188495,11.50570721,0,0,0,12.15204021,0,0,0,0,0,1.962962963,0,0,0,2.472222222,0,4.398148148,0,0
