P__Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind, Dipole X, Dipole Y, Dipole Z, Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV)
P_120,3028.2238,1509.60898,15.616,9.008,17.867,9.737,9.123,0.117896,0.28403,0.024468,3.520752,0.120696,0.073,1.8788,1.1684,2.2137,-0.214498,-5.836801,-0.030618,-0.833158,0.18388,5.003643
P_121,2422.84424,1294.16517,16.448,9.424,18.669,8.287,8.077,0.113407,0.321878,0.019978,3.106763,0.120255,1.0391,-1.1856,1.7445,2.3513,-0.214941,-5.848853,-0.003116,-0.084785,0.211826,5.764068
P_122,1941.94322,1047.35781,11.558,6.979,13.699,9.265,6.628,0.107133,0.368637,0.015567,2.712694,0.106114,2.3295,0.2992,-4.0682,4.6975,-0.229084,-6.233697,0.011743,0.319532,0.240827,6.553229
P_123,2594.60191,1312.79365,12.047,7.223,13.889,9.689,7.67,0.115977,0.35533,0.018927,2.814286,0.098657,-0.6157,-0.7798,-2.2842,2.4909,-0.23654,-6.436582,-0.005601,-0.1524,0.230939,6.284182
P_124,2619.44483,1339.48971,11.546,6.973,13.887,11.657,8.193,0.112499,0.355686,0.017791,2.811468,0.099165,1.2685,-0.8353,1.4859,2.1248,-0.236032,-6.422746,-0.003544,-0.096433,0.232488,6.326313
P_125,2447.19118,1280.45799,11.568,6.984,13.551,12.202,7.211,0.110389,0.370781,0.016432,2.697007,0.098502,-0.1504,-0.1837,-1.703,1.7195,-0.236696,-6.440824,0.004563,0.124154,0.241259,6.564979
P_126,2744.36807,1329.7186,12.017,7.209,14.32,10.847,7.138,0.111102,0.332169,0.01858,3.010517,0.108254,-0.9643,-0.0428,-3.9895,4.1047,-0.226944,-6.17545,0.002837,0.077189,0.22978,6.25264
P_127,2905.0775,1507.4951,13.871,8.136,15.862,14.136,9.053,0.103233,0.357697,0.014897,2.795665,0.105201,2.2633,-0.6871,2.4653,3.4165,-0.229995,-6.258492,0.00663,0.180405,0.236625,6.438897
P_128,3269.98961,1593.04969,13.488,7.944,15.881,11.766,8.469,0.104775,0.355566,0.015437,2.812417,0.109757,-5.5202,-1.9565,-0.8858,5.9232,-0.22544,-6.134545,0.016271,0.442752,0.241711,6.577297
P_129,2917.37543,1572.70751,15.699,9.05,17.264,12.418,8.545,0.110736,0.351487,0.017444,2.845055,0.104104,-1.9718,3.9445,2.7341,5.1887,-0.231094,-6.288391,0.01003,0.272925,0.241124,6.561316
P_130,2654.00736,1420.6306,13.273,7.837,15.079,13.623,7.368,0.117536,0.35428,0.019497,2.822625,0.095234,1.1253,-0.8804,-2.9712,3.2969,-0.239973,-6.530006,-0.000753,-0.020493,0.23922,6.509513
P_131,2477.30789,1301.53446,11.449,6.924,13.16,13.029,6.971,0.112087,0.367104,0.017112,2.724022,0.097249,-0.7565,-2.3996,4.2467,4.9361,-0.237949,-6.474914,0.002478,0.06743,0.240427,6.542344
P_132,2445.15009,1296.96956,11.835,7.118,14.546,10.692,7.408,0.108335,0.368093,0.015942,2.716705,0.105683,-2.4631,-3.7552,1.7776,4.8299,-0.229515,-6.245428,0.012936,0.352008,0.242451,6.597436
P_133,2586.87356,1389.97715,15.092,8.921,17.613,11.673,7.222,0.114261,0.368408,0.017719,2.714383,0.093803,6.1811,3.4518,3.318,7.8186,-0.241395,-6.56869,-0.000049,-0.001338,0.241346,6.567352
P_134,2072.52789,1126.54123,12.387,7.394,14.671,8.464,7.63,0.109887,0.367553,0.016427,2.720696,0.097911,-1.4139,-0.0371,-2.0914,2.5248,-0.237287,-6.456904,0.002272,0.06182,0.239559,6.518724
P_135,2880.93638,1408.93129,14.788,8.594,16.962,10.985,7.181,0.117708,0.29522,0.023466,3.38731,0.125754,1.5798,1.7047,-2.4358,3.3667,-0.209444,-5.699256,-0.023919,-0.650857,0.185525,5.048399
P_136,1130.08193,645.44801,7.832,5.116,10.054,6.323,6.524,0.082272,0.436415,0.007755,2.291396,0.123545,0.1121,-0.0457,0.8452,0.8538,-0.211658,-5.759508,0.078083,2.124757,0.289741,7.884266
P_137,3303.57484,1707.22216,17.738,10.069,19.979,11.669,6.669,0.102181,0.321916,0.016217,3.106397,0.125254,1.1936,2.3597,2.841,3.8813,-0.209942,-5.712809,0.006719,0.182837,0.216661,5.895646
P_138,1270.9608,711.61837,8.221,5.311,10.516,8.183,6.471,0.134529,0.384307,0.023546,2.602086,0.081037,1.2746,-3.7043,0.2468,3.9252,-0.254161,-6.91607,-0.011715,-0.318792,0.242445,6.597277
P_139,1940.89601,1028.98796,10.999,6.7,12.798,9.313,7.28,0.115027,0.345798,0.019132,2.891859,0.100944,0.008,0.2244,0.1734,0.2837,-0.234254,-6.374374,0.005227,0.142237,0.239481,6.516612
P_140,3363.75267,1716.99514,17.236,9.818,19.301,12.682,9.573,0.107885,0.319418,0.018219,3.130692,0.11936,-0.7955,-0.6259,0.6611,1.209,-0.215836,-5.873195,-0.001189,-0.032344,0.214647,5.84085
P_141,3318.65731,1704.13944,14.041,8.22,15.687,12.653,9.228,0.106489,0.318006,0.01783,3.144595,0.122005,0.3761,0.4834,1.3031,1.4399,-0.213192,-5.801249,0.004035,0.109794,0.217227,5.911043
P_142,3160.32732,1505.42829,14.219,8.31,16.403,9.99,8.857,0.113906,0.326686,0.019858,3.06104,0.105265,-0.5856,1.1093,2.3522,2.6658,-0.22993,-6.256722,0.000695,0.01891,0.230625,6.275631
P_143,2734.83539,1419.93134,14.354,8.377,16.709,11.525,7.763,0.112688,0.331279,0.019166,3.018606,0.110299,-0.2131,2.1629,0.5801,2.2495,-0.224897,-6.119753,-0.009368,-0.254923,0.215529,5.864829
P_144,3046.20257,1496.29305,11.656,7.028,14.032,10.546,9.453,0.117682,0.321581,0.021533,3.109638,0.114195,-0.9432,-1.2736,-1.1855,1.9792,-0.220999,-6.013689,-0.008443,-0.229736,0.212556,5.783954
P_145,3320.50059,1695.28807,14.958,8.679,16.402,11.991,9.308,0.105781,0.316759,0.017663,3.156977,0.121286,1.0485,0.7869,-1.0065,1.6527,-0.213912,-5.820828,0.006035,0.164214,0.219946,5.985043
P_146,3069.49753,1604.68101,14.398,8.399,16.562,12.774,9.038,0.107051,0.31973,0.017921,3.12764,0.119249,0.5487,-1.5974,-0.1079,1.6925,-0.215948,-5.876251,0.001544,0.04202,0.217492,5.918272
P_147,1994.81607,1043.25101,10.994,6.697,13.269,9.58,6.544,0.086201,0.421047,0.008824,2.375029,0.105165,-0.3427,1.7325,-1.1889,2.1289,-0.23003,-6.259443,0.061663,1.677939,0.291693,7.937382
P_148,2402.03568,1269.82701,11.464,7.067,13.987,11.959,8.414,0.129416,0.357671,0.023413,2.795869,0.089218,5.0431,-0.2907,0.0294,5.0515,-0.245982,-6.693505,-0.014675,-0.399338,0.231306,6.294166
P_149,2471.71769,1318.67217,12.88,7.775,14.582,11.834,7.562,0.118041,0.356653,0.019534,2.803845,0.103308,4.4057,-1.2287,0.265,4.5815,-0.231888,-6.309987,-0.006276,-0.170781,0.225612,6.139206
P_150,2526.49501,1343.55523,12.629,7.514,14.984,12.626,7.616,0.134861,0.324936,0.027986,3.077529,0.098251,2.4788,-0.5628,-1.279,2.8455,-0.236946,-6.447617,-0.034522,-0.939379,0.202424,5.508238
P_151,2226.87427,1188.29002,10.833,6.752,12.539,11.956,7.533,0.111435,0.361105,0.017194,2.769276,0.111329,2.994,-1.1448,0.1233,3.2078,-0.223869,-6.091798,0.000332,0.009036,0.224202,6.100834
P_152,2332.02494,1225.63085,11.846,7.298,14.068,10.91,7.697,0.140558,0.33454,0.029528,2.989183,0.090428,-6.8066,-0.2774,0.0835,6.8128,-0.244769,-6.660517,-0.037693,-1.025676,0.207077,5.634841
P_153,2745.44012,1444.01159,13.628,8.014,15.787,12.027,8.582,0.120404,0.335284,0.021619,2.982545,0.107449,4.7907,-3.4936,2.3993,6.3963,-0.22775,-6.197388,-0.012006,-0.3267,0.215744,5.870689
P_154,2201.41948,1169.23167,10.608,6.504,12.056,12.418,7.651,0.107469,0.372825,0.015489,2.682224,0.107977,1.7095,-1.2793,0.3625,2.1658,-0.227222,-6.183012,0.010416,0.283432,0.237637,6.466444
P_155,2327.83049,1237.9036,11.362,6.881,12.839,11.627,7.628,0.105727,0.354216,0.015779,2.823137,0.116721,-1.9425,0.4894,0.5259,2.0711,-0.218476,-5.945047,0.009385,0.255392,0.227862,6.200439
P_156,2391.34714,1267.29007,11.693,7.046,13.299,12.266,7.442,0.097615,0.339789,0.014021,2.943003,0.132624,1.3152,-1.0943,-0.5441,1.7954,-0.202574,-5.512314,0.008247,0.224403,0.21082,5.736717
P_157,2706.63417,1404.9551,11.975,7.187,14.117,12.755,7.834,0.10631,0.347598,0.016257,2.876891,0.115988,1.4937,-1.402,0.5199,2.1135,-0.219209,-5.964991,0.008532,0.23218,0.227742,6.197171
P_158,2738.16248,1401.84484,14.077,8.239,16.392,12.062,7.692,0.110071,0.310255,0.019525,3.223154,0.127103,2.1684,-1.179,0.7732,2.5865,-0.208094,-5.662533,-0.011961,-0.325474,0.196133,5.337059
P_159,2329.97226,1237.68646,10.655,6.527,11.883,12.095,7.839,0.108267,0.359985,0.016281,2.777895,0.112709,1.1356,-1.7218,0.7044,2.1796,-0.222489,-6.054236,0.010884,0.296164,0.233373,6.3504
P_160,3186.03513,1540.49453,11.507,6.954,12.14,12.361,10.691,0.137314,0.313782,0.030045,3.186923,0.101297,-0.9715,4.6139,0.701,4.767,-0.233901,-6.364776,-0.039401,-1.072162,0.1945,5.292614
P_161,2331.1455,1248.20504,11.119,6.934,13.331,11.953,7.943,0.141797,0.338236,0.029722,2.956517,0.086427,6.0982,-1.1925,2.623,6.7446,-0.24877,-6.769378,-0.039921,-1.086309,0.208849,5.68307
P_162,2397.09214,1255.38565,10.288,6.344,12.649,11.207,9.023,0.097415,0.347862,0.01364,2.874705,0.131991,3.3662,-0.3578,1.2635,3.6133,-0.203207,-5.529538,0.013314,0.362281,0.21652,5.89182
P_163,2472.83924,1316.38251,11.656,7.163,13.159,11.333,8.577,0.123144,0.362562,0.020913,2.758151,0.09501,-3.1188,-1.152,0.8124,3.4226,-0.240188,-6.535858,-0.005864,-0.159559,0.234325,6.376299
P_164,2457.33606,1304.96202,11.537,6.968,13.139,12.127,7.899,0.138889,0.324476,0.029725,3.081889,0.094532,5.4751,2.7208,0.5555,6.1391,-0.240666,-6.548848,-0.038623,-1.050995,0.202042,5.497853
P_165,2353.47962,1227.38473,10.861,6.631,13.261,11.322,7.575,0.110092,0.354613,0.017089,2.819973,0.113504,-2.6968,-1.6567,-0.7661,3.2564,-0.221694,-6.032612,0.005969,0.162416,0.227663,6.195028
P_166,2515.23561,1320.00951,11.191,6.795,13.05,11.932,8.082,0.092525,0.341607,0.01253,2.927342,0.13629,1.8608,0.7232,1.0432,2.2525,-0.198907,-5.412546,0.019607,0.533522,0.218514,5.946068
P_167,2458.1955,1300.22877,11.553,6.977,12.571,10.887,8.555,0.106886,0.352977,0.016183,2.833049,0.114659,1.9477,-0.5387,0.3795,2.0562,-0.220539,-6.001172,0.010617,0.288912,0.231156,6.290084
P_168,2349.04262,1215.59817,10.447,6.423,12.313,11.753,7.507,0.108854,0.356502,0.016619,2.805035,0.114214,3.4018,0.6733,0.2481,3.4766,-0.220984,-6.013274,0.00246,0.066928,0.223443,6.080202
P_169,2617.97446,1383.61755,10.921,6.795,13.52,11.859,9.263,0.146045,0.346561,0.030773,2.885494,0.076424,-4.3792,1.0526,0.0545,4.5043,-0.258774,-7.041607,-0.0381,-1.036743,0.220675,6.004864
P_170,2250.90978,1197.98509,10.531,6.465,11.713,11.534,7.788,0.125692,0.367289,0.021507,2.722651,0.09495,3.1408,0.8752,0.0067,3.2605,-0.240246,-6.537421,-0.005704,-0.155215,0.234542,6.382205
P_171,2311.1383,1217.15602,9.992,6.196,12.131,11.127,8.592,0.119915,0.359944,0.019975,2.778212,0.101136,2.6441,0.0187,-0.7822,2.7574,-0.234062,-6.369163,-0.003052,-0.08304,0.231011,6.286124
P_172,2310.81836,1217.10916,10.59,6.77,13.483,11.837,8.205,0.115945,0.353527,0.019013,2.828639,0.107492,4.1146,-0.171,0.137,4.1205,-0.227706,-6.196197,-0.002539,-0.069089,0.225167,6.127108
P_173,2732.57763,1413.10638,11.037,6.854,13.177,13.168,7.549,0.127383,0.349501,0.023214,2.861221,0.092081,-4.8129,-1.6,-1.239,5.221,-0.243116,-6.615534,-0.021375,-0.58163,0.221742,6.033904
P_174,2406.62006,1263.11369,10.911,6.79,13.425,11.583,7.707,0.131082,0.350732,0.024495,2.85118,0.090429,4.3137,-0.042,0.0139,4.314,-0.244772,-6.660573,-0.018476,-0.502749,0.226296,6.157824
P_175,2022.3481,1083.5258,11.016,6.843,13.672,9.134,7.8,0.132219,0.358835,0.024359,2.786796,0.088755,-4.5211,-0.0692,-0.005,4.5216,-0.246444,-6.70608,-0.017329,-0.471556,0.229115,6.234523
P_176,2702.53283,1376.62772,12.285,7.477,14.088,12.072,7.698,0.127763,0.353647,0.023079,2.827682,0.091662,-4.5362,1.9934,0.0977,4.9558,-0.243537,-6.626966,-0.013968,-0.3801,0.229568,6.246866
P_177,2537.36545,1322.27832,11.308,6.989,13.212,12.877,7.675,0.136379,0.356911,0.026056,2.801816,0.084022,3.6451,-4.963,-1.9705,6.4654,-0.251176,-6.834846,-0.020801,-0.566019,0.230375,6.268827
P_178,2646.71902,1351.00632,11.744,7.207,14.074,11.012,7.682,0.124705,0.343073,0.022665,2.91483,0.093368,-3.4041,2.9307,0.2726,4.5001,-0.24183,-6.580536,-0.016389,-0.445978,0.225441,6.134558
P_179,2529.21686,1347.04653,12.056,7.503,14.485,12.367,7.971,0.134676,0.34916,0.025973,2.864016,0.085313,-4.8289,-1.4663,-0.8014,5.1098,-0.249887,-6.799778,-0.022456,-0.611049,0.227432,6.188729
P_180,2644.19593,1402.09008,12.151,7.276,13.3,11.901,8.813,0.136593,0.326685,0.028556,3.061053,0.096165,4.106,0.9072,0.5778,4.2445,-0.239035,-6.50446,-0.037843,-1.029772,0.201191,5.474687
P_181,2531.85922,1316.01393,10.27,6.335,12.74,12.502,8.352,0.127316,0.344575,0.023521,2.902123,0.096285,6.4453,-0.2427,1.6544,6.6587,-0.238913,-6.50114,-0.017943,-0.488245,0.22097,6.012895
P_182,2822.86928,1434.06025,12.11,7.255,13.894,12.732,8.187,0.124642,0.349823,0.022205,2.858586,0.096259,-4.0349,0.7287,-3.4979,5.3895,-0.238939,-6.501851,-0.012369,-0.33658,0.22657,6.165271
P_183,2470.04944,1288.04203,12.304,7.487,14.913,11.194,7.763,0.116597,0.359722,0.018896,2.779926,0.10359,4.7105,-1.0808,0.2406,4.8389,-0.231609,-6.3024,-0.005061,-0.137723,0.226548,6.164677
P_184,2222.34434,1157.49349,10.296,6.348,11.519,10.392,7.589,0.116012,0.35968,0.018709,2.780249,0.105243,2.5004,0.5736,-1.311,2.8809,-0.229954,-6.257377,-0.000685,-0.018644,0.229269,6.238733
P_185,2351.37402,1230.90956,10.714,6.557,12.757,10.411,7.803,0.109251,0.352539,0.016928,2.836569,0.114861,2.6582,-0.0892,-0.2962,2.6761,-0.220337,-5.995684,0.002353,0.064016,0.22269,6.0597
P_186,2253.01725,1167.15362,9.681,6.175,11.914,11.704,7.803,0.122793,0.364283,0.020696,2.745117,0.096298,3.2543,-0.4989,-0.0369,3.2925,-0.2389,-6.500807,-0.004262,-0.115978,0.234638,6.384828
P_187,3720.28325,1923.19369,18.32,10.36,20.378,12.897,9.455,0.109081,0.296546,0.020062,3.372156,0.129636,-0.6489,0.4005,-2.432,2.5488,-0.205559,-5.593553,-0.018244,-0.496451,0.187315,5.097102
P_188,4296.08785,2124.09665,15.811,9.106,17.476,13.905,8.844,0.12781,0.25602,0.031903,3.905946,0.134063,2.8839,3.099,-3.2656,5.3465,-0.201133,-5.47312,-0.051618,-1.404603,0.149515,4.068517
P_189,2322.73399,1202.75959,11.639,7.019,13.706,12.106,6.553,0.116147,0.343141,0.019657,2.914253,0.099504,-0.0304,-0.0879,0.0282,0.0972,-0.235695,-6.413576,0.004598,0.125106,0.240292,6.538681
P_190,2612.38119,1323.21332,12.401,7.4,14.456,11.022,7.942,0.116404,0.329502,0.020561,3.034886,0.106296,0.5244,-0.7662,-0.195,0.9487,-0.228902,-6.228747,-0.001075,-0.029248,0.227827,6.199499
P_191,2199.20676,1064.19458,10.54,6.47,12.897,9.367,6.832,0.10976,0.340913,0.017669,2.933302,0.112405,-0.2552,-0.215,-0.025,0.3346,-0.222793,-6.062512,0.003587,0.097616,0.226381,6.160128
P_192,2129.64235,1110.54993,13.211,7.805,15.465,8.45,7.272,0.106942,0.325767,0.017553,3.069682,0.126323,0.1503,-1.2122,0.4802,1.3125,-0.208875,-5.683781,0.005209,0.14175,0.214084,5.825531
P_193,2149.6778,1146.19108,14.358,8.514,16.942,8.036,7.108,0.129645,0.33358,0.025193,2.997778,0.097507,2.2884,1.7201,-0.68,2.9425,-0.237691,-6.467891,-0.02233,-0.607623,0.215361,5.860268
P_194,2062.48761,1059.68163,11.308,6.854,13.391,8.545,7.287,0.114136,0.34099,0.019102,2.932637,0.106704,-0.1878,0.4278,0.0579,0.4708,-0.228494,-6.217651,0.004109,0.111802,0.232603,6.329453
P_195,1977.96973,1032.93152,11.561,6.981,13.872,7.837,6.81,0.112571,0.342657,0.018491,2.918366,0.105832,0.3262,0.0743,0.2583,0.4227,-0.229367,-6.241383,0.005151,0.140179,0.234518,6.381563
P_196,2070.04591,1090.42014,12.977,7.689,15.014,8.611,7.172,0.115134,0.34061,0.019459,2.93591,0.101538,-0.3854,-0.2833,0.1595,0.5042,-0.23366,-6.358209,0.003047,0.082913,0.236707,6.441122
P_197,2069.09805,1096.77083,13.304,7.852,15.123,8.047,6.917,0.113657,0.341125,0.018934,2.931474,0.101441,-0.0661,-0.0248,-0.0327,0.0778,-0.233757,-6.36085,0.00586,0.159463,0.239617,6.520314
P_198,2466.54187,1256.94126,12.955,7.678,15.219,8.359,7.238,0.108364,0.361224,0.016254,2.768367,0.09904,-0.4644,-0.3728,-0.0948,0.603,-0.236157,-6.426167,0.00476,0.129514,0.240917,6.555681
P_199,2842.68835,1489.21764,14.042,8.221,16.165,12.076,7.563,0.109956,0.365263,0.01655,2.737755,0.097847,-0.497,-0.8771,0.0114,1.0082,-0.237352,-6.458665,0.004854,0.132084,0.242206,6.590749
P_200,2528.53787,1262.98064,8.788,5.594,10.448,8.965,9.312,0.120025,0.344449,0.020912,2.903189,0.098306,0.6149,0.0175,0.9893,1.1649,-0.236893,-6.44618,-0.003385,-0.092119,0.233507,6.354061
P_201,2322.01086,1233.59411,14.719,8.559,16.973,7.555,8.138,0.092596,0.362827,0.011816,2.756132,0.123699,-0.8573,0.3086,-0.2522,0.9454,-0.211497,-5.755117,0.023757,0.646469,0.235254,6.401586
P_202,2621.67284,1335.84925,14.02,8.21,16.244,10.618,8.647,0.093189,0.301798,0.014387,3.313478,0.142991,0.7547,0.4009,1.9512,2.1301,-0.192206,-5.230189,0.002094,0.056968,0.194299,5.287157
P_203,2411.8986,1185.91402,10.433,6.417,12.799,12.36,6.974,0.112039,0.328008,0.019135,3.048707,0.124157,-2.1662,4.1049,-1.0586,4.7606,-0.21104,-5.742703,-0.009394,-0.255621,0.201647,5.487082
P_204,3407.76118,1664.67241,14.984,8.827,16.905,14.604,7.323,0.118639,0.287448,0.024483,3.478894,0.125736,5.8341,3.113,2.7237,7.1516,-0.209461,-5.699714,-0.032357,-0.880491,0.177103,4.819223
P_205,3780.82105,1823.49174,17.273,9.836,19.66,12.538,7.501,0.119017,0.293866,0.024101,3.402915,0.12889,-3.6447,2.3682,2.8567,5.2013,-0.206306,-5.613884,-0.031017,-0.844005,0.17529,4.769879
P_206,3209.23747,1549.60953,14.967,8.683,17.334,13.311,9.024,0.102782,0.343524,0.015376,2.911003,0.122262,1.9217,-1.0867,-1.2849,2.5544,-0.212934,-5.794238,0.003881,0.105617,0.216816,5.899854
P_207,2537.34649,1242.80609,13.541,7.97,15.613,9.175,6.632,0.108183,0.343905,0.017016,2.907783,0.116826,-1.462,-3.4475,2.2264,4.3565,-0.218368,-5.942108,-0.003862,-0.105086,0.214507,5.837022
P_208,2712.60037,1361.18582,12.391,7.556,15.02,10.126,8.486,0.104284,0.347878,0.015631,2.874568,0.115745,4.7037,1.2154,0.0914,4.8591,-0.219453,-5.971609,0.00315,0.085714,0.222603,6.057324
P_209,2643.29447,1346.27458,12.129,7.265,14.239,11.511,10.102,0.113015,0.359356,0.017771,2.782756,0.097507,0.1955,-3.8168,-0.0895,3.8228,-0.237689,-6.467852,-0.00223,-0.060668,0.23546,6.407184
P_210,2436.98715,1264.95341,13.713,8.056,15.891,9.693,7.8,0.101817,0.348464,0.014875,2.86974,0.12129,-1.0698,2.5224,3.221,4.2287,-0.213902,-5.820572,0.007574,0.206101,0.221476,6.026673
P_211,2602.18278,1339.88063,13.464,7.932,15.667,10.604,8.283,0.104364,0.353062,0.015425,2.83236,0.120058,1.6379,-0.9998,5.0592,5.4109,-0.215133,-5.854063,0.006424,0.174796,0.221557,6.028859
P_212,3488.03577,1620.33211,13.037,7.719,15.065,11.744,8.43,0.108788,0.357138,0.016569,2.800037,0.104713,-5.3461,-1.6326,0.3227,5.5991,-0.230484,-6.271799,0.009256,0.251882,0.239741,6.523681
P_213,3036.3999,1524.89129,12.968,7.684,15.018,12.333,8.641,0.107769,0.350805,0.016554,2.850584,0.116534,-4.6441,1.4945,3.6559,6.0964,-0.218664,-5.950144,0.003309,0.090036,0.221973,6.040179
P_214,2001.39821,1057.92759,12.356,7.378,14.68,8.537,6.086,0.080698,0.329881,0.00987,3.0314,0.154548,1.3243,1.0812,0.0906,1.712,-0.180648,-4.915676,0.014601,0.397301,0.195248,5.312977
P_215,2591.90793,1310.17707,13.85,8.125,15.77,9.552,8.098,0.090811,0.295957,0.013932,3.378874,0.155771,-2.1192,0.8128,1.3982,2.6658,-0.179425,-4.88241,0.005035,0.137008,0.18446,5.019418
P_216,2596.61865,1287.59124,11.719,7.06,12.78,9.988,8.654,0.091022,0.295932,0.013998,3.379158,0.153778,0.9523,1.1428,0.7478,1.665,-0.181419,-4.93665,0.005095,0.138651,0.186514,5.075301
P_217,2832.39115,1418.01851,15.672,9.036,18.067,11.284,7.204,0.091773,0.282834,0.014889,3.535638,0.157614,2.0149,1.326,0.2187,2.422,-0.177581,-4.832223,-0.006907,-0.187952,0.170674,4.644271
P_218,2193.12154,1160.19211,14.219,8.309,16.48,9.376,6.262,0.076041,0.310291,0.009317,3.222785,0.166747,1.3471,-0.2184,-0.562,1.4759,-0.16845,-4.583763,0.010949,0.297925,0.179399,4.881688
P_219,3191.38313,1614.82534,15.653,9.027,18.011,11.102,8.277,0.084516,0.316476,0.011285,3.159795,0.153851,0.7509,-0.874,0.7327,1.3655,-0.181346,-4.934674,0.012615,0.34326,0.193961,5.277934
P_220,2879.59562,1484.4669,15.081,8.74,17.382,13.148,6.694,0.07421,0.326574,0.008432,3.062091,0.15932,3.226,-1.4326,0.4666,3.5605,-0.175878,-4.785871,0.026018,0.707997,0.201896,5.493868
P_221,2757.20544,1310.59036,12.319,7.359,14.034,10.829,8.168,0.092076,0.302983,0.013991,3.300517,0.151055,0.3476,-1.3006,-0.6986,1.5168,-0.184142,-5.010746,0.004838,0.131635,0.188979,5.142381
P_222,3058.27412,1481.62214,13.232,7.816,15.598,9.622,9.265,0.090021,0.301989,0.013417,3.311381,0.152799,-0.7526,-0.7426,1.1243,1.5434,-0.182396,-4.963254,0.005683,0.154655,0.18808,5.117909
P_223,2682.19595,1304.2915,10.967,6.683,12.767,12.417,8.45,0.098822,0.264977,0.018428,3.773915,0.160166,-0.8495,0.5633,-0.4376,1.1092,-0.175031,-4.762848,-0.021811,-0.593521,0.15322,4.169327
P_224,2623.6937,1378.18325,12.79,7.595,15.062,11.965,8.139,0.091921,0.284737,0.014837,3.512016,0.163941,0.4591,1.2847,-0.5776,1.4815,-0.171256,-4.660111,-0.008317,-0.226311,0.162939,4.433799
P_225,1873.28461,975.45501,9.253,5.826,11.341,9.804,6.683,0.090457,0.420752,0.009724,2.376697,0.102943,1.0938,-0.3912,1.8803,2.2102,-0.232252,-6.319906,0.061512,1.673834,0.293765,7.993741
P_226,2117.81449,1082.83546,9.066,5.733,11.309,10.423,7.508,0.093997,0.398562,0.011084,2.509023,0.108859,-1.9153,-0.3321,-1.3062,2.342,-0.226321,-6.158498,0.053264,1.449382,0.279584,7.60788
P_227,1933.65605,1013.29573,9.004,5.702,11.351,9.888,7.126,0.090128,0.407551,0.009966,2.45368,0.104531,-0.3925,0.1245,-1.9338,1.9771,-0.230662,-6.276637,0.056009,1.524091,0.286671,7.800728
P_228,2658.56044,1326.83318,12.685,7.543,14.525,10.699,7.3,0.087951,0.387676,0.009977,2.579475,0.113433,-1.2367,2.683,1.3478,3.2472,-0.221759,-6.03438,0.051462,1.40036,0.273222,7.43474
P_229,2814.32979,1446.15653,13.952,8.176,15.647,10.781,7.381,0.10449,0.345954,0.01578,2.89056,0.112889,4.385,0.3221,-1.223,4.5637,-0.222309,-6.049326,0.003763,0.102386,0.226071,6.151712
P_230,1699.84834,906.95393,8.568,5.484,10.403,8.515,6.599,0.087721,0.420929,0.00914,2.375698,0.106993,1.5009,1.4566,-1.1262,2.3754,-0.228202,-6.20968,0.061232,1.66622,0.289434,7.8759
P_231,2083.84133,1115.61512,10.563,6.481,12.942,10.438,6.334,0.090463,0.418984,0.009766,2.386728,0.104331,-1.8494,1.5663,-0.6624,2.5124,-0.230861,-6.282038,0.05824,1.584781,0.2891,7.866819
P_232,2880.84241,1456.87895,13.255,7.827,13.614,10.869,7.238,0.120561,0.340291,0.021357,2.938663,0.100003,1.2511,4.3002,2.5238,5.1407,-0.235194,-6.399949,-0.029025,-0.789803,0.206169,5.610145
P_233,2242.78969,1164.63341,11.343,6.871,12.95,10.776,6.363,0.099159,0.36966,0.013299,2.705186,0.111382,2.8813,-0.842,-0.9018,3.1343,-0.223815,-6.090316,0.018741,0.50998,0.242556,6.600296
P_234,2493.67275,1250.93437,11.243,6.821,13.279,10.735,7.613,0.106171,0.371336,0.015178,2.692982,0.108389,0.1159,2.0846,-0.0944,2.09,-0.226809,-6.171776,0.011077,0.301419,0.237886,6.473195
P_235,2811.7954,1426.80547,12.793,7.597,15.154,12.434,8.28,0.132728,0.327124,0.026927,3.056942,0.098306,-3.8661,-1.5311,-2.0913,4.6545,-0.236892,-6.446159,-0.031966,-0.869842,0.204926,5.576318
P_236,2700.19851,1356.82561,11.379,7.024,13.968,12.281,8.213,0.126614,0.358596,0.022353,2.788653,0.089756,-4.9507,-0.459,0.1199,4.9734,-0.245442,-6.678817,-0.012826,-0.349002,0.232616,6.329815
P_237,2600.79904,1332.47325,16.356,9.378,18.639,8.131,7.778,0.133218,0.312194,0.028423,3.203134,0.107403,-2.6197,3.9449,-2.4077,5.3124,-0.227794,-6.198595,-0.040075,-1.090498,0.187719,5.108097
